"","Line","UWC","Region","State","Segment","FirstQuoteYear","FirstEffYear","mnln_cd","coast_ind","earlyshop_mth_bkt","SPRNKL_IND_bkt","SUM_BLD_SQFTAGE_bkt","LOC_BLD_AGE_bkt","bld_ind"
"18885","CMP","DENVER","WESTERN","CO","OFFICE","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<15","0"
"18886","CMP","DALLAS","SOUTH CENTRAL","TX","BUSINESS","2017","2017","MPAC","N","c.2","a.Y","b.<1800","c.<40","0"
"18887","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUSINESS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"18888","CMP","DALLAS","SOUTH CENTRAL","TX","BUSINESS","2016","2016","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"18889","CMP","HUNT VALLEY","MID-ATLANTIC","NJ","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"18890","CMP","DENVER","WESTERN","WA","APARTMENTS","2017","2017","MPAC","N","a.0","a.Y","d.<11300","b.<15","1"
"18891","CMP","DALLAS","SOUTH CENTRAL","TX","TECH OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"18892","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","1"
"18894","CMP","DENVER","WESTERN","OR","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","c.<4250","d.<70","1"
"18895","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","1"
"18897","CMP","ATLANTA","SOUTHERN","AL","GARAGE","2016","2016","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"18898","CMP","DENVER","WESTERN","AZ","BUSINESS","2016","2017","MULTI","N","b.1","a.Y","b.<1800","b.<15","0"
"18901","CMP","DENVER","WESTERN","CA","RESTAURANTS","2017","2017","MULTI","N","a.0","a.Y","b.<1800","c.<40","0"
"18902","CMP","DENVER","WESTERN","AZ","OFFICE","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<15","0"
"18903","CMP","COLORADO SPRINGS","CALIFORNIA","CA","BUILDING","2017","2017","MPAC","N","c.2","b.N","e.11300+","c.<40","1"
"18904","CMP","DENVER","WESTERN","NM","STORE","2017","2017","MPAC","N","b.1","b.N","c.<4250","c.<40","1"
"18905","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MPAC","N","d.3","b.N","b.<1800","b.<15","1"
"18906","CMP","DENVER","WESTERN","MT","STORE","2017","2017","MPAC","N","a.0","b.N","c.<4250","c.<40","1"
"18907","CMP","DENVER","WESTERN","AZ","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"18908","CMP","DENVER","WESTERN","AZ","CONDOMINIUMS","2017","2017","MPAC","N","a.0","b.N","e.11300+","c.<40","1"
"18909","CMP","DENVER","WESTERN","WA","BUILDING","2017","2017","MULTI","N","b.1","a.Y","d.<11300","b.<25","1"
"18913","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"18914","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"18915","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MULTI","N","c.2","a.Y","b.<1800","c.<40","0"
"18916","CMP","NAPERVILLE","CENTRAL","WI","RESTAURANTS","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<15","0"
"18917","CMP","ATLANTA","SOUTHERN","GA","BUSINESS","2016","2016","MULTI","N","b.1","b.N","b.<1800","b.<15","0"
"18918","CMP","DENVER","WESTERN","CO","CONDOMINIUMS","2017","2017","MULTI","N","b.1","b.N","e.11300+","c.<40","1"
"18919","CMP","BRAINTREE","NORTHEAST","MA","OFFICE","2017","2017","MULTI","N","f.others","b.N","b.<1800","d.<70","0"
"18920","CMP","HARTFORD","NORTHEAST","NY","STORE","2017","2017","MPAC","N","c.2","b.N","b.<1800","e.70+","0"
"18921","CMP","NAPERVILLE","CENTRAL","OH","STORE","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<15","0"
"18925","CMP","NAPERVILLE","CENTRAL","CO","CONDOMINIUMS","2017","2017","MULTI","N","d.3","b.N","e.11300+","c.<40","1"
"18926","CMP","HUNT VALLEY","MID-ATLANTIC","DE","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","d.<11300","e.70+","1"
"18927","CMP","HUNT VALLEY","MID-ATLANTIC","MD","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","e.70+","1"
"18928","CMP","NAPERVILLE","CENTRAL","MI","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","e.70+","1"
"18929","CMP","DENVER","WESTERN","CA","STORE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<15","0"
"18931","CMP","HUNT VALLEY","MID-ATLANTIC","DC","STORE","2016","2016","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"18932","CMP","KANSAS CITY","SOUTH CENTRAL","AR","OFFICE","2017","2017","MPAC","N","b.1","b.N","c.<4250","c.<40","1"
"18933","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"18934","CMP","METRO","MID-ATLANTIC","NJ","APARTMENTS","2017","2017","MPAC","N","c.2","a.Y","e.11300+","b.<15","1"
"18935","CMP","KANSAS CITY","CENTRAL","MN","BUILDING","2017","2017","MULTI","N","b.1","a.Y","e.11300+","c.<40","1"
"18936","CMP","HUNT VALLEY","MID-ATLANTIC","PA","STORE","2016","2016","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"18937","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"18938","CMP","DENVER","WESTERN","MT","BUILDING","2017","2017","MULTI","N","c.2","b.N","d.<11300","b.<15","1"
"18939","CMP","CHARLOTTE","SOUTHERN","SC","GARAGE","2017","2017","MULTI","N","b.1","b.N","c.<4250","b.<15","1"
"18940","CMP","KANSAS CITY","CENTRAL","IA","OFFICE","2017","2017","MULTI","N","a.0","b.N","c.<4250","b.<15","1"
"18942","CMP","ATLANTA","SOUTHERN","AL","RESTAURANTS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","e.70+","0"
"18945","CMP","KANSAS CITY","SOUTH CENTRAL","MO","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","1"
"18946","CMP","BRAINTREE","NORTHEAST","MA","CONTRACTORS","2017","2017","MPAC","N","b.1","b.N","b.<1800","e.70+","0"
"18948","CMP","METRO","MID-ATLANTIC","NJ","CONDOMINIUMS","2017","2017","MPAC","N","d.3","b.N","c.<4250","c.<40","1"
"18949","CMP","ATLANTA","SOUTHERN","GA","BUILDING","2017","2017","MPAC","N","d.3","b.N","e.11300+","b.<15","1"
"18950","CMP","BRAINTREE","NORTHEAST","MA","RESTAURANTS","2017","2017","MPAC","Y","a.0","b.N","b.<1800","e.70+","0"
"18951","CMP","HARTFORD","NORTHEAST","NY","STORE","2017","2017","MULTI","N","d.3","b.N","d.<11300","e.70+","1"
"18953","CMP","HUNT VALLEY","MID-ATLANTIC","WV","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"18954","CMP","ATLANTA","SOUTHERN","MS","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","b.<25","1"
"18955","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2017","2017","MPAC","Y","a.0","b.N","b.<1800","b.<15","0"
"18956","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2016","2016","MPAC","N","a.0","b.N","c.<4250","b.<15","1"
"18959","CMP","ATLANTA","SOUTHERN","GA","CONDOMINIUMS","2017","2017","MPAC","N","b.1","b.N","e.11300+","b.<25","1"
"18960","CMP","DENVER","WESTERN","CA","STORE","2017","2017","MULTI","N","c.2","b.N","b.<1800","d.<70","0"
"18962","CMP","DALLAS","SOUTH CENTRAL","NV","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","1"
"18963","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","1"
"18964","CMP","ATLANTA","SOUTHERN","AL","BUILDING","2017","2017","MULTI","N","d.3","b.N","d.<11300","b.<15","1"
"18965","CMP","KANSAS CITY","CENTRAL","IA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"18966","CMP","HARTFORD","NORTHEAST","CA","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"18967","CMP","CHARLOTTE","SOUTHERN","NC","BUILDING","2017","2017","MULTI","N","b.1","b.N","c.<4250","b.<15","1"
"18968","CMP","KANSAS CITY","SOUTH CENTRAL","KS","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","e.70+","1"
"18969","CMP","DENVER","WESTERN","WA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"18970","CMP","KANSAS CITY","CENTRAL","IA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"18971","CMP","CHARLOTTE","SOUTHERN","TN","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"18972","CMP","DENVER","WESTERN","CO","OFFICE","2017","2017","MULTI","N","c.2","b.N","b.<1800","b.<25","0"
"18973","CMP","DENVER","WESTERN","WA","OFFICE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","c.<40","0"
"18974","CMP","DENVER","WESTERN","UT","APARTMENTS","2017","2017","MULTI","N","a.0","b.N","e.11300+","c.<40","1"
"18975","CMP","ATLANTA","SOUTHERN","GA","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"18976","CMP","ATLANTA","SOUTHERN","AL","BUILDING","2017","2017","MULTI","N","d.3","a.Y","e.11300+","b.<15","1"
"18979","CMP","DENVER","WESTERN","NJ","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"18980","CMP","HARTFORD","NORTHEAST","PA","STORE","2017","2017","MPAC","N","c.2","b.N","b.<1800","e.70+","0"
"18982","CMP","ATLANTA","SOUTHERN","GA","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"18983","CMP","DALLAS","SOUTH CENTRAL","TX","BUSINESS","2017","2017","MULTI","N","c.2","b.N","b.<1800","c.<40","0"
"18985","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","c.<40","1"
"18986","CMP","DENVER","WESTERN","UT","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","e.11300+","b.<25","1"
"18987","CMP","CHARLOTTE","SOUTHERN","TN","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","c.<40","1"
"18988","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","c.<40","1"
"18991","CMP","DENVER","WESTERN","MT","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"18992","CMP","DENVER","WESTERN","AZ","GARAGE","2016","2016","MULTI","N","b.1","b.N","d.<11300","b.<15","1"
"18994","CMP","DIAMOND BAR","CALIFORNIA","CA","APARTMENTS","2017","2017","MPAC","N","c.2","b.N","d.<11300","d.<70","1"
"18995","CMP","ATLANTA","SOUTHERN","GA","CONDOMINIUMS","2017","2017","MPAC","N","c.2","b.N","e.11300+","b.<15","1"
"18996","CMP","DENVER","WESTERN","OR","STORE","2017","2017","MULTI","N","b.1","b.N","d.<11300","b.<15","1"
"18998","CMP","DIAMOND BAR","CALIFORNIA","CA","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"18999","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<15","0"
"19000","CMP","HUNT VALLEY","MID-ATLANTIC","PA","APARTMENTS","2017","2017","MPAC","N","b.1","a.Y","e.11300+","e.70+","1"
"19001","CMP","KANSAS CITY","CENTRAL","IA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"19002","CMP","DENVER","WESTERN","CO","BUILDING","2017","2017","MULTI","N","d.3","a.Y","e.11300+","d.<70","1"
"19003","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<25","0"
"19005","CMP","HARTFORD","NORTHEAST","NY","OFFICE","2017","2017","MPAC","N","a.0","a.Y","b.<1800","d.<70","0"
"19007","CMP","DENVER","WESTERN","CO","GARAGE","2017","2018","MPAC","N","f.others","b.N","d.<11300","e.70+","1"
"19008","CMP","DENVER","WESTERN","MT","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","d.<70","1"
"19009","CMP","HUNT VALLEY","MID-ATLANTIC","VA","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"19010","CMP","HUNT VALLEY","MID-ATLANTIC","PA","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19011","CMP","HARTFORD","NORTHEAST","CT","OFFICE","2017","2017","MPAC","Y","a.0","b.N","b.<1800","d.<70","0"
"19012","CMP","DIAMOND BAR","CALIFORNIA","CA","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"19013","CMP","DENVER","WESTERN","CO","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19014","CMP","BRAINTREE","NORTHEAST","NY","STORE","2017","2017","MULTI","N","a.0","b.N","b.<1800","e.70+","0"
"19015","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19017","CMP","DALLAS","SOUTH CENTRAL","TX","OFFICE","2017","2017","MPAC","Y","a.0","b.N","b.<1800","b.<15","0"
"19018","CMP","METRO","MID-ATLANTIC","NJ","STORE","2017","2017","MPAC","N","b.1","a.Y","b.<1800","c.<40","0"
"19019","CMP","DENVER","WESTERN","UT","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"19020","CMP","HUNT VALLEY","MID-ATLANTIC","PA","CONTRACTORS","2017","2017","MULTI","N","c.2","b.N","d.<11300","b.<15","1"
"19021","CMP","DENVER","WESTERN","AZ","CONDOMINIUMS","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"19022","CMP","DALLAS","SOUTH CENTRAL","TX","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19023","CMP","HARTFORD","NORTHEAST","NY","APARTMENTS","2017","2017","MPAC","N","a.0","a.Y","e.11300+","d.<70","1"
"19025","CMP","HARTFORD","NORTHEAST","CT","APARTMENTS","2017","2017","MPAC","N","a.0","b.N","d.<11300","e.70+","1"
"19026","CMP","NAPERVILLE","CENTRAL","OH","BUILDING","2017","2017","MPAC","N","c.2","b.N","c.<4250","d.<70","1"
"19027","CMP","DENVER","WESTERN","WA","OFFICE","2017","2017","MPAC","N","c.2","a.Y","b.<1800","b.<25","0"
"19028","CMP","HUNT VALLEY","MID-ATLANTIC","OH","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","b.<15","1"
"19029","CMP","NAPERVILLE","CENTRAL","WI","STORE","2017","2017","MPAC","N","b.1","a.Y","b.<1800","e.70+","0"
"19031","CMP","NAPERVILLE","CENTRAL","IN","BUILDING","2015","2016","MPAC","N","d.3","b.N","d.<11300","b.<25","1"
"19033","CMP","BRAINTREE","NORTHEAST","CT","STORE","2017","2017","MULTI","Y","a.0","b.N","b.<1800","d.<70","0"
"19034","CMP","DENVER","WESTERN","MT","RESTAURANTS","2017","2017","MULTI","N","d.3","a.Y","b.<1800","c.<40","0"
"19036","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<25","1"
"19037","CMP","CHARLOTTE","SOUTHERN","SC","OFFICE","2017","2017","MULTI","N","d.3","b.N","c.<4250","d.<70","1"
"19039","CMP","HUNT VALLEY","MID-ATLANTIC","VA","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"19040","CMP","HARTFORD","NORTHEAST","CT","STORE","2017","2017","MULTI","Y","a.0","b.N","c.<4250","b.<15","1"
"19041","CMP","METRO","NORTHEAST","TN","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"19043","CMP","METRO","NORTHEAST","NY","BUILDING","2017","2017","MPAC","Y","b.1","b.N","d.<11300","c.<40","1"
"19044","CMP","DIAMOND BAR","CALIFORNIA","CA","APARTMENTS","2017","2017","MULTI","N","c.2","b.N","e.11300+","d.<70","1"
"19045","CMP","DENVER","WESTERN","NV","BUILDING","2017","2017","MULTI","N","b.1","a.Y","d.<11300","b.<15","1"
"19046","CMP","ATLANTA","SOUTHERN","AL","STORE","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"19047","CMP","METRO","MID-ATLANTIC","NJ","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"19048","CMP","DALLAS","SOUTH CENTRAL","TX","GARAGE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"19051","CMP","BRAINTREE","NORTHEAST","MA","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19054","CMP","KANSAS CITY","CENTRAL","NE","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","d.<11300","c.<40","1"
"19055","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUSINESS","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<25","0"
"19056","CMP","DENVER","WESTERN","UT","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"19057","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MULTI","N","f.others","a.Y","b.<1800","b.<15","0"
"19058","CMP","METRO","MID-ATLANTIC","NJ","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"19059","CMP","CHARLOTTE","SOUTHERN","TN","STORE","2017","2017","MPAC","N","c.2","b.N","b.<1800","d.<70","0"
"19060","CMP","HUNT VALLEY","MID-ATLANTIC","VA","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"19061","CMP","CHARLOTTE","SOUTHERN","TN","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19062","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"19063","CMP","KANSAS CITY","CENTRAL","MN","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"19064","CMP","DENVER","WESTERN","CO","BUILDING","2017","2017","MPAC","N","a.0","b.N","e.11300+","c.<40","1"
"19065","CMP","HARTFORD","NORTHEAST","NY","BUSINESS","2017","2017","MPAC","N","a.0","b.N","d.<11300","b.<25","1"
"19067","CMP","CHARLOTTE","SOUTHERN","TN","OFFICE","2017","2017","MULTI","N","c.2","a.Y","b.<1800","c.<40","0"
"19069","CMP","DENVER","WESTERN","NV","BUILDING","2017","2017","MPAC","N","a.0","a.Y","d.<11300","b.<15","1"
"19070","CMP","DENVER","WESTERN","NM","APARTMENTS","2017","2017","MPAC","N","c.2","b.N","e.11300+","b.<25","1"
"19071","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MULTI","N","c.2","b.N","b.<1800","e.70+","0"
"19072","CMP","DENVER","WESTERN","NV","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"19073","CMP","KANSAS CITY","CENTRAL","IA","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","e.70+","1"
"19074","CMP","HUNT VALLEY","MID-ATLANTIC","NJ","BUSINESS","2017","2017","MPAC","Y","a.0","b.N","b.<1800","c.<40","0"
"19075","CMP","DENVER","WESTERN","AZ","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19076","CMP","DENVER","WESTERN","CA","TECH OFFICE","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<25","0"
"19078","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"19079","CMP","DENVER","WESTERN","IL","STORE","2017","2017","MULTI","N","b.1","b.N","c.<4250","d.<70","1"
"19080","CMP","DENVER","WESTERN","ID","RESTAURANTS","2017","2017","MPAC","N","d.3","a.Y","d.<11300","c.<40","1"
"19082","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"19083","CMP","DENVER","WESTERN","ID","STORE","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"19084","CMP","DENVER","WESTERN","OR","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","b.<15","1"
"19085","CMP","DALLAS","SOUTH CENTRAL","TX","CONTRACTORS","2017","2017","MPAC","N","d.3","b.N","b.<1800","d.<70","0"
"19086","CMP","WALNUT CREEK","CALIFORNIA","CA","RESTAURANTS","2017","2017","MPAC","N","c.2","a.Y","b.<1800","c.<40","0"
"19087","CMP","CHARLOTTE","SOUTHERN","SC","CONTRACTORS","2017","2017","MULTI","Y","a.0","b.N","b.<1800","c.<40","0"
"19088","CMP","HUNT VALLEY","MID-ATLANTIC","PA","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","c.<4250","e.70+","1"
"19090","CMP","HARTFORD","NORTHEAST","NY","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"19091","CMP","HARTFORD","NORTHEAST","CT","OFFICE","2017","2017","MULTI","Y","a.0","b.N","b.<1800","d.<70","0"
"19093","CMP","BRAINTREE","NORTHEAST","MA","BUSINESS","2017","2018","MPAC","Y","f.others","b.N","b.<1800","d.<70","0"
"19096","CMP","HUNT VALLEY","MID-ATLANTIC","PA","CONTRACTORS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<15","0"
"19097","CMP","CHARLOTTE","SOUTHERN","SC","BUSINESS","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"19098","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"19100","CMP","ATLANTA","SOUTHERN","AL","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"19101","CMP","HUNT VALLEY","MID-ATLANTIC","VA","GARAGE","2017","2017","MULTI","N","c.2","b.N","b.<1800","c.<40","0"
"19103","CMP","HUNT VALLEY","MID-ATLANTIC","PA","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"19104","CMP","HARTFORD","NORTHEAST","NY","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"19107","CMP","ATLANTA","SOUTHERN","AL","RESTAURANTS","2017","2017","MULTI","N","c.2","b.N","b.<1800","e.70+","0"
"19108","CMP","BRAINTREE","NORTHEAST","NH","CONTRACTORS","2017","2017","MPAC","Y","a.0","b.N","b.<1800","d.<70","0"
"19109","CMP","HUNT VALLEY","MID-ATLANTIC","VA","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"19110","CMP","KANSAS CITY","SOUTH CENTRAL","MO","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"19111","CMP","HUNT VALLEY","MID-ATLANTIC","MD","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"19112","CMP","HUNT VALLEY","MID-ATLANTIC","DC","BUILDING","2017","2017","MULTI","N","a.0","b.N","d.<11300","d.<70","1"
"19113","CMP","KANSAS CITY","SOUTH CENTRAL","AR","STORE","2016","2016","MPAC","N","b.1","a.Y","e.11300+","d.<70","1"
"19114","CMP","ATLANTA","SOUTHERN","GA","BUILDING","2017","2017","MULTI","N","d.3","b.N","c.<4250","c.<40","1"
"19119","CMP","BRAINTREE","NORTHEAST","NY","OFFICE","2017","2017","MULTI","N","a.0","b.N","c.<4250","c.<40","1"
"19121","CMP","HUNT VALLEY","MID-ATLANTIC","NC","INSTITUTIONAL","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"19122","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MULTI","N","a.0","a.Y","d.<11300","c.<40","1"
"19123","CMP","KANSAS CITY","SOUTH CENTRAL","MO","GARAGE","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"19124","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","e.70+","1"
"19125","CMP","HUNT VALLEY","MID-ATLANTIC","PA","GARAGE","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"19127","CMP","HARTFORD","NORTHEAST","NY","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"19129","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"19130","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19131","CMP","DENVER","WESTERN","CO","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","e.70+","1"
"19133","CMP","METRO","MID-ATLANTIC","NJ","BUILDING","2017","2017","MPAC","Y","a.0","b.N","b.<1800","b.<25","1"
"19135","CMP","NAPERVILLE","CENTRAL","IL","CONDOMINIUMS","2017","2017","MPAC","N","d.3","b.N","e.11300+","e.70+","1"
"19136","CMP","DENVER","WESTERN","CA","APARTMENTS","2016","2016","MPAC","N","b.1","b.N","e.11300+","d.<70","1"
"19137","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUSINESS","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"19138","CMP","HARTFORD","NORTHEAST","CT","BUILDING","2017","2017","MPAC","Y","c.2","b.N","d.<11300","d.<70","1"
"19139","CMP","HARTFORD","NORTHEAST","NY","STORE","2017","2017","MULTI","N","c.2","b.N","d.<11300","d.<70","1"
"19140","CMP","KANSAS CITY","SOUTH CENTRAL","OK","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","c.<4250","e.70+","1"
"19141","CMP","DENVER","WESTERN","CO","BUILDING","2017","2017","MPAC","N","a.0","a.Y","d.<11300","d.<70","1"
"19142","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2017","2017","MPAC","N","c.2","a.Y","b.<1800","b.<15","0"
"19143","CMP","DALLAS","SOUTH CENTRAL","TX","INSTITUTIONAL","2016","2016","MPAC","N","a.0","b.N","d.<11300","c.<40","1"
"19144","CMP","HARTFORD","NORTHEAST","CT","BUSINESS","2017","2017","MPAC","Y","a.0","b.N","b.<1800","e.70+","0"
"19145","CMP","KANSAS CITY","CENTRAL","IA","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"19146","CMP","HUNT VALLEY","MID-ATLANTIC","MD","INSTITUTIONAL","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
