"","X","TRV.Price","nbr_comp","count","rrv_rt_fct","tot_bld_annl_rev_amt","fnl_prc_pt_fct","tot_ref_rule_cnt","agt_subm_pol_cnt","terr_pctl_bldgcrime","terr_pctl_bldgfire","terr_pctl_weather","terr_pctl_water","terr_pctl_cntscrime","terr_pctl_cntsfire","terr_pctl_liab","afi_pol_cnt","pri_clm_cnt","prcnt_blg_tiv","prcnt_pol_cmp"
"30388",30391,2164,1,1,1,950000,0.5649,0,1,34,79,5,25,80,75,45,1,0,0,1
"30389",30392,3540,1,1,0.9,210000,1,1,1,32,43,23,32,20,88,70,0,1,0,1
"30390",30393,9139,1,1,1,60000,1.0126,0,1,96,40,57,9,96,48,12,1,0,1,1
"30391",30394,856,1,1,1.16,110000,1,0,1,29,87,73,98,9,82,91,1,0,0,1
"30392",30395,4439,1,1,1,1e+05,0.7697,1,1,24,49,4,71,33,39,27,0,0,1,1
"30393",30396,9485,1,1,1.16,2e+05,1,1,1,34,80,20,5,88,31,86,0,0,1,1
"30395",30398,2961,3,1,1,21000,1.3727,0,1,94,52,42,87,63,82,90,1,0,1,1
"30397",30400,14865,1,2,1,56000,1.5243,1,1,51,25,97,56,68,37,5,0,1,1,1
"30398",30401,1887,1,1,1,99878,1,0,1,21,86,68,44,25,81,64,1,0,0,1
"30399",30402,2554,3,1,1,60000,1.1244,0,1,10,55,87,66,2,45,24,1,0,0,1
"30402",30405,7827,1,1,1.03,80000,1,0,1,16,63,71,81,13,94,64,1,0,0.987222429644781,1
"30404",30407,8733,2,2,0.9,450000,1,1,1,73,37,37,25,37,26,71,0,0,1,1
"30405",30408,3532,1,2,1,7e+05,0.5012,0,1,47,82,22,96,19,96,81,1,0,0,1
"30406",30409,450,1,1,1,1e+05,0.8719,0,1,71,35,35,65,78,73,88,1,0,0,1
"30407",30410,4274,1,2,1,969240,0.551,0,1,3,76,75,38,27,87,62,1,0,1,1
"30408",30411,630,1,1,1.16,110000,1,1,1,26,75,80,92,22,97,60,0,0,0,1
"30409",30412,2558,2,1,1,4e+05,0.5037,1,1,76,28,25,47,82,36,23,0,0,0.636174636174636,1
"30411",30414,2078,1,1,0.88,95000,1,1,1,93,24,37,60,60,65,91,0,0,1,1
"30412",30415,550,1,1,1,80000,0.9585,0,1,60,46,51,74,29,43,44,1,0,0,1
"30413",30416,699,2,1,0.68,2e+05,1,0,1,73,59,54,49,65,81,11,1,0,0,1
"30415",30418,2008,1,1,1.23,130000,1,1,1,31,54,46,58,92,52,36,0,0,0.874410672078729,1
"30416",30419,1929,1,5,1,7000,0.5538,0,1,19,94,98,88,49,7,82,1,0,1,1
"30417",30420,1175,2,1,1.33,50000,1,0,1,97,27,85,21,90,51,34,1,0,0,1
"30419",30422,10103,1,1,1,75000,0.7142,1,1,12,20,100,58,44,25,5,0,0,1,1
"30421",30424,14197,2,1,0.85,114384,1,1,1,86,7,62,76,70,13,59,0,2,1,1
"30423",30426,35632,2,1,1.11,370000,1,1,1,44,27,2,66,84,40,64,0,0,0.860147684045648,2
"30426",30429,5630,1,1,1,230000,0.5295,0,0,84,44,71,84,70,49,31,1,0,1,1
"30427",30430,2540,1,1,1,45000,0.8895,0,1,61,47,15,43,75,53,91,1,0,1,1
"30430",30433,1634,3,1,1,5e+05,0.8547,0,0,74,26,23,31,92,36,76,1,0,0,1
"30431",30434,500,1,1,1,2500,1.1471,0,1,21,24,16,38,44,26,65,1,0,0,1
"30432",30435,5700,2,2,1,70000,1.3322,1,1,84,71,30,93,25,75,36,0,1,0.962452455421678,1
"30434",30437,12607,1,1,1,1100000,0.7322,0,1,81,54,39,24,49,24,11,1,0,0,1
"30435",30438,2088,1,1,1,250000,1.1702,0,1,18,12,46,72,20,42,20,1,1,0.873034682692511,1
"30436",30439,31602,1,1,1,125000,1.5167,2,1,95,33,92,25,42,5,10,0,0,1,1
"30438",30441,3303,2,2,1,1e+06,0.7396,0,0,30,49,12,56,10,45,65,1,0,0.669917566469291,1
"30440",30443,7577,2,1,1,250000,1.033,0,1,39,69,13,97,49,65,75,1,0,0,2
"30441",30444,9885,1,1,1,1e+06,0.6694,0,1,65,62,44,61,68,24,78,1,0,0.660817655571635,1
"30442",30445,6570,1,1,1.62,50000,1,0,1,34,87,69,23,47,45,49,1,0,1,1
"30444",30447,1385,3,1,1,3e+05,1.2674,0,1,78,98,31,100,69,98,86,1,0,0,1
"30446",30449,2257,1,1,1,290000,1.0486,0,1,76,87,52,86,54,55,87,1,0,0,1
"30447",30450,1497,1,2,1,1e+05,0.6727,0,1,66,89,25,68,61,87,54,1,0,0,1
"30449",30452,30168,1,1,1,899015,1.0228,4,1,77,15,50,42,93,40,43,0,0,1,1
"30450",30453,23345,1,2,1,212211,0.801,1,1,50,57,32,89,32,37,93,0,0,0.995134861635465,1
"30451",30454,2594,1,1,1,120000,0.5678,0,1,59,58,25,88,70,77,90,1,0,1,1
"30452",30455,6990,3,1,1,8e+05,0.6028,0,1,40,33,31,30,19,25,82,1,0,0,1
"30455",30458,3982,1,1,1,40000,0.8589,0,1,69,75,65,100,56,70,96,1,0,1,1
"30456",30459,938,1,1,1,460000,0.6561,1,1,86,39,5,46,83,36,70,0,0,0,1
"30458",30461,1161,2,1,1,30000,0.6966,0,1,76,81,49,28,56,89,82,1,0,0,1
"30459",30462,2320,1,1,1.23,1e+05,1,0,1,86,100,21,23,58,100,93,1,0,0,1
"30461",30464,10454,1,1,1,9e+05,1.6591,0,1,99,35,61,23,89,22,11,1,0,0,1
"30463",30466,4136,2,1,1,250000,0.6088,0,1,74,49,97,27,39,51,22,1,0,0.894455482641885,1
"30465",30468,11503,2,1,1,27000,1.5091,0,1,1,1,12,74,3,5,43,1,0,0.958918841721232,1
"30467",30470,500,1,1,1,25000,0.8253,0,1,60,64,53,41,86,43,22,1,0,0,1
"30468",30471,1000,1,1,1,5000,0.7852,0,1,96,60,21,69,42,38,77,1,0,0,1
"30469",30472,1572,1,1,0.88,5e+05,1,0,1,29,87,73,98,9,82,91,1,0,0,1
"30470",30473,1460,1,2,1.33,150000,1,0,1,78,16,88,6,52,13,25,1,0,0,1
"30471",30474,10311,1,1,1,120000,1.2486,1,1,82,11,73,25,85,18,11,0,0,0.969793301604217,1
"30472",30475,1928,1,1,0.88,65000,1,0,1,2,9,57,50,27,19,59,1,0,1,1
"30473",30476,4107,2,1,1,10000,1.1077,0,1,28,70,30,89,51,85,36,1,0,0.975718961548548,1
"30475",30478,18397,1,1,0.81,1000001,1,0,1,98,57,53,48,32,85,81,1,0,0.61422851037798,1
"30476",30479,3247,1,1,0.94,480000,1,0,1,64,11,70,93,45,25,41,1,0,0,1
"30477",30480,1809,1,2,1.16,25000,1,0,1,18,40,75,82,25,22,34,1,0,0,1
"30478",30481,9188,1,1,1,50000,1.1938,0,1,23,6,15,91,89,8,54,1,0,0.967320261437909,1
"30479",30482,845,1,1,0.81,500,1,1,1,47,63,2,80,7,34,79,0,0,1,1
"30480",30483,11726,1,1,1,1292000,0.618,1,1,19,2,5,80,28,4,38,0,0,0,1
"30481",30484,22632,2,1,1,210000,0.805,0,1,20,21,19,93,34,41,65,1,0,1,1
"30483",30486,1812,1,1,0.97,50000,1,1,1,26,78,94,31,5,82,30,0,0,0,1
"30484",30487,1283,1,1,1,30000,0.9682,0,1,32,8,18,93,93,39,68,1,0,0,1
"30485",30488,261,1,1,1,40000,0.7697,1,1,34,93,67,3,55,20,62,0,0,0,1
"30486",30489,6664,1,1,1.06,1475000,1,0,1,24,61,72,96,16,55,68,1,0,0.905860793216956,1
"30487",30490,4267,1,1,1,24000,1.3256,2,1,86,93,37,100,82,33,98,0,0,1,1
"30488",30491,4335,1,1,1,50400,1.176,0,1,34,89,29,30,84,91,55,1,0,1,1
"30489",30492,3681,2,2,1,975000,0.9585,1,1,47,40,10,60,53,28,73,0,1,0,1
"30491",30494,3263,1,1,1,5e+05,0.801,0,1,42,17,15,92,50,89,98,1,0,0,1
"30492",30495,505,1,1,1,950000,0.6694,0,1,48,36,20,57,92,10,64,1,0,0,1
"30494",30497,10446,1,1,1,6e+05,0.7286,0,1,70,38,7,51,83,33,89,1,0,0.887323943661972,1
"30495",30498,1264,1,1,1,85000,0.9877,0,1,43,78,72,44,26,84,58,1,0,0,1
"30496",30499,2424,2,1,1,198000,0.9396,1,1,77,82,1,83,65,67,93,0,0,0,1
"30498",30501,1057,1,2,1,1e+05,0.9396,0,1,100,17,85,21,76,24,11,1,0,0,1
"30501",30504,1135,3,1,1,25000,0.8984,0,1,100,86,68,3,95,82,52,1,0,0,1
"30504",30507,1039,2,2,1,50000,0.7286,0,1,41,98,68,35,93,90,45,1,0,1,1
"30506",30509,1139,1,1,1,668000,0.7142,0,1,77,38,23,31,85,36,88,1,0,0,1
"30508",30511,3687,2,1,1,150000,0.7214,1,1,58,58,4,63,80,51,88,0,0,0.839779005524862,1
"30509",30512,1242,1,1,1,4e+05,0.6561,0,1,41,80,23,98,64,68,36,1,0,0,1
"30511",30514,750,1,1,1,35000,0.805,1,1,51,30,26,77,83,27,99,0,0,0,1
"30512",30515,4138,1,1,1,800100,0.4674,0,1,46,70,34,40,84,84,61,1,0,0,1
"30514",30517,943,3,1,1,40000,0.9165,0,1,6,11,49,89,17,9,36,1,0,0,1
"30519",30522,550,2,1,1,50000,1.1188,0,1,94,86,38,82,59,50,53,1,0,0,1
"30520",30523,3657,1,1,1,1e+05,0.64,0,1,83,33,26,46,98,59,46,1,0,1,1
"30521",30524,7874,1,1,1,510000,0.8462,2,1,31,35,32,69,31,90,72,0,0,0,1
"30522",30525,27248,1,1,1,49500,0.8939,3,1,10,2,55,43,56,8,21,0,1,0.991445906909227,1
"30523",30526,4820,1,1,1,3e+05,0.6242,2,0,37,98,42,100,51,98,93,0,0,1,1
"30524",30527,2432,1,1,1,20000,0.8462,1,1,33,54,42,42,84,44,50,0,0,1,1
"30526",30529,750,2,1,1,125000,1,0,1,72,92,70,41,78,52,89,1,0,0,1
"30527",30530,4035,1,1,1,125000,1.2674,0,1,74,10,98,23,70,8,30,1,0,0,1
"30528",30531,1719,1,1,1,250000,0.762,2,1,3,15,86,61,56,28,10,0,0,0,1
"30529",30532,1004,1,1,1,5e+05,1,0,1,6,86,7,15,5,68,77,1,0,0,1
"30530",30533,1774,1,1,1.11,150000,1,0,1,72,84,15,94,23,89,94,1,0,0,1
"30531",30534,1340,1,1,1,9e+05,0.7178,0,0,23,79,53,48,36,83,88,1,0,0,1
"30532",30535,4286,1,1,1,384000,0.973,0,1,1,48,35,51,1,64,46,1,0,0,1
"30533",30536,2744,1,1,1,80000,0.5402,0,1,13,85,61,49,18,70,73,1,0,0,1
"30534",30537,1132,1,2,1,9e+05,0.7142,0,1,67,73,61,20,72,36,63,1,0,0,1.5
"30535",30538,1000,1,1,1,220000,0.7071,0,1,67,42,24,79,92,84,35,1,0,0,1
"30536",30539,1909,1,1,1,240000,0.6496,0,1,40,71,28,82,44,45,56,1,0,0,1
"30537",30540,2079,1,1,1,350000,1.1022,0,1,43,20,11,93,50,20,95,1,0,0,1
"30538",30541,10203,1,1,1,5e+05,0.8984,0,1,27,28,31,53,13,26,63,1,0,0,1
"30539",30542,4852,1,2,1,350000,0.6368,0,1,63,35,6,77,54,32,76,1,0,0,1
"30540",30543,1985,1,1,1.03,1e+05,1,0,1,70,7,66,77,41,10,83,1,0,0,1
"30541",30544,2400,1,1,0.76,750000,1,3,1,11,83,99,75,26,97,87,0,0,0.509905784287972,1
"30542",30545,22596,1,1,1,225000,0.7433,0,1,57,12,53,59,41,13,82,1,0,1,1
"30544",30547,2805,3,1,1.62,180000,1,0,1,84,74,75,31,31,80,26,1,0,0,1
"30546",30549,500,1,1,1,40000,0.9349,0,1,38,77,8,55,21,73,94,1,0,0,1
"30547",30550,3981,1,1,1.06,250000,1,1,1,13,73,77,95,24,83,48,0,0,0,1
"30548",30551,1565,1,1,0.94,4e+05,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1
"30549",30552,22291,1,1,1,2e+05,1.0913,1,1,58,32,86,6,39,7,4,0,0,0,1
"30552",30555,10346,2,2,1.11,425000,1,1,1,34,65,76,7,46,45,52,0,0,1,1
"30553",30556,8753,1,1,1,480000,0.9165,0,1,21,26,19,88,73,54,47,1,0,0,1
"30554",30557,4896,1,1,1,44000,1.1819,2,1,9,8,52,81,18,42,26,0,0,1,1
"30556",30559,12772,1,1,1,218000,0.6336,0,1,33,96,56,42,42,98,50,1,0,0.9995309026334,1
"30557",30560,2374,1,1,0.88,5e+05,1,0,1,52,78,19,49,25,92,60,1,0,0.555149744338933,1
"30558",30561,2141,1,3,1,15000,0.6211,0,1,85,61,6,64,85,35,75,1,0,1,1
"30559",30562,2477,1,1,1,230000,0.7852,0,1,52,50,47,61,41,45,56,1,0,0.850404915118564,1
"30560",30563,6770,1,1,1,50000,1.0382,1,1,12,81,98,59,4,14,23,0,0,1,1
"30561",30564,13474,1,1,1,2e+05,0.6336,0,1,33,96,56,42,42,98,50,1,0,0.999559789403251,1
"30562",30565,31741,1,1,1.06,605000,1,5,1,38,54,91,28,22,50,15,0,0,0.979530841427066,1
"30563",30566,1177,1,1,1.23,50000,1,0,1,34,10,89,25,55,8,97,1,0,1,1
"30564",30567,2587,1,1,1.23,150000,1,0,1,17,29,87,85,4,42,38,1,0,1,1
"30565",30568,7758,1,1,0.9,2e+05,1,0,1,7,65,99,39,9,62,15,1,0,0,1
"30568",30571,686,3,1,1,907943,0.8632,0,1,37,54,10,75,15,42,88,1,0,0,1
"30569",30572,4831,1,1,1.11,106000,1,2,1,71,100,17,73,87,16,92,0,1,1,1
"30570",30573,21620,1,1,1,864000,1.13,0,1,98,95,36,36,96,8,6,1,1,0.752683385269822,1
"30571",30574,1641,1,1,1,27000,1.0538,1,1,22,99,58,33,19,92,56,0,0,1,1
"30572",30575,1793,1,1,1,30000,0.7507,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1
"30573",30576,1550,1,1,1,3e+05,0.747,0,1,79,54,14,41,91,34,81,1,0,0,1
"30574",30577,2596,1,1,1,605000,0.9443,0,1,21,86,68,44,25,81,64,1,0,0,1
"30575",30578,5886,1,1,1,60000,0.7001,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1
"30576",30579,5222,1,1,1.23,87804,1,0,1,9,79,94,36,12,25,24,1,0,1,1
"30577",30580,3647,2,1,1,5e+05,0.7891,3,1,46,48,16,93,47,64,36,0,0,0.782135076252723,1
"30579",30582,3318,1,4,1.16,38000,1,0,1,8,42,89,84,9,89,70,1,0,0.992480795952864,1.25
"30582",30585,16657,1,1,1,20000,0.5621,1,1,31,75,59,79,78,10,24,0,0,1,1
"30583",30586,1623,3,1,1,10000,1.6427,0,0,68,68,18,94,37,61,63,1,0,1,1
"30586",30589,31669,1,2,1,2e+05,1,2,0,34,73,69,4,58,45,29,0,1,1,1
"30587",30590,750,1,1,1.16,10000,1,0,1,95,38,16,49,100,44,88,1,0,0,1
"30588",30591,728,1,1,1.03,5e+05,1,0,1,98,94,15,82,89,93,97,1,0,0,1
"30589",30592,24001,1,2,1,155000,0.8806,0,1,67,30,34,97,31,43,93,1,0,1,1
"30590",30593,9578,1,2,1,75000,0.8762,0,1,67,30,34,97,31,43,93,1,0,1,1
"30591",30594,1685,1,1,1,70000,1.0751,0,1,25,93,47,77,28,63,93,1,0,0,1
"30594",30597,14711,3,1,1,103829,1.5091,2,1,100,58,72,14,100,9,10,0,0,1,1
"30595",30598,31525,1,1,1.33,40000,1,0,1,61,35,8,96,64,11,81,1,0,1,1
"30596",30599,6268,2,1,1,72000,1.7267,0,1,58,40,54,29,79,4,11,1,0,1,1
"30598",30601,500,1,1,1,50000,0.8212,1,1,76,64,54,90,59,7,39,0,0,0,1
"30599",30602,2738,1,2,1,50000,1.1022,0,1,52,13,23,79,96,75,78,1,0,0.992352597414839,1
"30600",30603,12382,1,1,1,50000,0.5268,0,0,38,80,33,97,24,96,80,1,0,0.988646830752094,1
"30602",30605,16508,1,1,1,80000,1.5167,3,1,64,22,71,7,32,46,1,0,0,1,1
"30603",30606,1099,1,1,1.33,100001,1,0,1,84,54,74,99,41,59,51,1,0,0,1
"30604",30607,7374,1,1,1.23,105000,1,1,1,95,71,84,12,71,73,57,0,0,1,2
"30605",30608,1676,1,1,1,1e+05,0.762,0,0,89,53,53,29,74,24,26,1,0,0,1
"30606",30609,19875,1,1,1,5e+05,0.5139,0,0,47,19,31,80,75,23,89,1,0,0.997049225855725,1
"30607",30610,5758,1,1,1,72000,0.6794,2,1,35,29,30,77,50,18,90,0,0,1,1
"30608",30611,917,1,1,0.72,5e+05,1,0,1,21,98,92,55,11,91,21,1,0,0,1
"30609",30612,2118,1,1,1,50000,1.0644,0,1,83,38,4,56,94,21,84,1,0,0.833333333333333,1
"30614",30617,818,4,1,1,2e+05,1.1244,0,1,84,25,24,43,85,51,52,1,0,0,1
"30615",30618,4334,2,1,1,1e+06,0.801,1,1,33,34,19,47,36,25,50,0,0,0,1
"30617",30620,6586,2,1,1,4e+05,0.6727,0,1,5,3,49,71,26,17,42,1,0,0.705066344993969,1
"30619",30622,3250,1,1,1,1e+05,0.9682,2,1,56,77,40,99,15,99,80,0,0,1,1
"30621",30624,2612,2,1,1,3e+05,0.6863,0,1,34,99,32,100,31,11,81,1,0,0,1
"30622",30625,16201,1,1,1,1500000,0.5164,0,0,52,79,33,90,71,34,96,1,0,1,1
"30623",30626,6921,1,4,1,120000,0.9827,0,1,34,86,40,96,8,64,84,1,0,1,1
"30624",30627,1843,1,1,1,150000,1.3322,1,1,82,11,73,25,85,18,11,0,0,0,1
"30625",30628,4355,1,2,1.23,144000,1,0,1,86,7,62,76,70,13,59,1,0,0.979591836734694,1.5
"30626",30629,5139,1,1,0.68,5e+05,1,0,1,45,84,80,79,34,25,36,1,0,1,1
"30627",30630,750,1,1,1,7200,1.5942,0,1,1,22,29,68,38,37,14,1,0,1,1
"30628",30631,1739,1,1,1,40000,1.0804,0,1,85,39,9,46,89,36,70,1,0,0,1
"30629",30632,1400,1,1,1,450000,0.8462,0,1,34,83,26,26,50,87,82,1,0,0,1
"30630",30633,20766,1,1,1,350000,0.6828,0,1,50,29,12,62,28,38,92,1,0,1,1
"30631",30634,5725,1,1,1,125000,1.1414,0,1,9,66,64,28,29,55,44,1,0,0.863596496612419,1
"30634",30637,7805,3,1,1,85000,1.1244,3,1,78,22,57,30,90,18,7,0,0,1,1
"30635",30638,793,1,1,1.33,65000,1,0,1,84,39,20,63,41,56,95,1,0,1,1
"30636",30639,13062,1,1,1,1023000,0.6828,2,0,26,17,4,94,65,57,46,0,0,0,1
"30637",30640,22681,1,1,0.83,1205760,1,0,1,69,34,74,84,49,18,35,1,0,0.995736137522186,1
"30640",30643,1611,5,1,1,1e+06,0.949,0,1,7,5,5,61,25,37,50,1,0,0,1
"30643",30646,1018,1,1,1,150000,1.1586,0,1,9,23,79,43,16,55,58,1,1,1,1
"30644",30647,2581,2,2,1.16,125000,1,0,1,11,1,73,30,38,1,10,1,0,0,1
"30646",30649,1529,1,1,1,200001,0.6119,0,1,34,70,21,29,76,68,59,1,0,0,1
"30647",30650,3274,1,1,0.76,640000,1,0,1,60,6,35,31,83,9,23,1,0,0,1
"30648",30651,945,1,1,1,3e+05,0.8806,0,1,34,70,26,17,50,58,97,1,0,0,1
"30649",30652,707,1,1,1.33,250000,1,0,1,66,29,15,66,97,2,83,1,0,0,1
"30650",30653,500,1,1,1,113000,0.5968,1,1,68,11,65,42,98,20,38,0,0,0.465549348230912,1
"30651",30654,500,1,1,1,30000,0.9074,0,1,7,5,5,61,25,37,50,1,0,0,1
"30653",30656,599,2,1,1,150000,0.797,0,1,17,81,2,73,86,61,19,1,0,0,1
"30654",30657,4858,3,1,1.11,355200,1,1,1,95,82,73,12,83,29,50,0,0,0.999969419895416,1
"30657",30660,984,1,1,1,504000,0.7071,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1
"30660",30663,1674,3,1,0.88,1e+06,1,0,1,47,83,24,33,46,29,83,1,0,0,1
"30661",30664,1346,1,1,1,110000,0.6305,0,1,70,45,30,46,37,76,90,1,0,0,1
"30662",30665,1303,2,1,1,12000,1.1938,0,0,78,85,10,49,80,67,96,1,0,1,1
"30664",30667,4866,1,1,1,116000,1.1819,1,1,98,88,68,4,98,82,81,0,0,0.948382656572608,1
"30665",30668,6434,1,1,1,259000,0.6863,0,1,51,54,14,78,66,58,93,1,0,0.786666666666667,1
"30666",30669,3685,1,2,1,6e+05,0.6966,0,1,66,56,2,91,79,39,44,1,0,0,1
"30667",30670,650,1,1,0.88,75000,1,0,1,28,66,78,85,7,80,36,1,0,0,1
"30669",30672,10709,2,1,1,2e+05,0.973,1,1,22,21,48,81,44,21,35,0,0,1,1
"30670",30673,15757,2,1,1,5e+05,1.1644,1,1,64,38,54,90,53,32,41,0,1,1,1
"30672",30675,19014,1,1,1,60000,1.4286,0,1,90,74,8,96,75,50,98,1,0,0.847974807253773,1
"30673",30676,9963,1,1,1,697000,0.7813,0,1,72,27,5,83,84,19,92,1,0,0.821792065138073,1
"30674",30677,3813,1,1,1,280000,0.6305,0,1,2,89,86,8,2,51,37,1,0,0.565407810323762,1
"30675",30678,750,1,1,1,1e+05,0.9074,1,1,45,41,61,55,67,88,39,0,0,0,1
"30679",30682,2285,1,1,1,27995,0.7071,1,1,46,60,67,64,18,73,97,0,0,1,1
"30680",30683,1970,2,1,1,50000,1.0434,2,1,46,63,68,79,72,28,6,0,1,0.927881556061484,1
"30682",30685,5134,1,1,1,37000,1.0434,0,1,12,29,71,57,42,40,16,1,0,1,2
"30683",30686,250,1,1,1,75000,0.9585,0,1,66,45,79,58,74,58,45,1,0,0,1
"30684",30687,552,1,1,1,50000,1.2929,0,1,22,99,58,33,19,92,56,1,0,0,1
"30685",30688,8846,2,1,1,185000,0.6058,0,1,55,66,12,97,51,66,89,1,0,0.998312495464832,1
"30687",30690,631,1,1,0.76,380000,1,0,1,98,86,20,99,98,17,95,1,0,0,1
"30688",30691,6833,1,1,1,20000,1.0913,1,1,79,41,10,11,62,36,67,0,0,1,1
"30689",30692,11106,1,1,1,2e+05,1.472,0,1,31,37,87,55,52,37,3,1,0,0,1
"30690",30693,1414,1,1,0.83,55000,1,0,1,64,64,75,67,80,67,75,1,0,0,1
"30691",30694,2292,1,1,1,650000,1.1586,0,1,47,70,32,96,53,84,44,1,0,0,1
"30692",30695,8036,1,1,1,38400,0.7735,0,1,66,58,22,76,91,31,66,1,0,1,1
"30693",30696,7735,1,2,1,232000,0.4864,0,1,34,57,12,12,79,45,90,1,0,1,1
"30694",30697,783,1,1,1.06,1e+05,1,0,1,97,94,20,72,98,95,97,1,0,0,1
"30695",30698,1479,1,1,1,480000,0.7286,0,1,39,85,36,88,28,91,78,1,0,0,3
"30696",30699,3670,1,1,1,150000,0.8253,0,1,58,11,38,31,92,7,24,1,0,0.416666666666667,1
"30697",30700,165891,1,3,1.03,1250664,1,3,1,55,21,63,53,67,59,7,0,0,1,1.66666666666667
"30698",30701,1962,1,1,1.06,65000,1,1,1,98,57,53,48,32,85,81,0,0,0,1
"30699",30702,18750,1,1,1,293710,1.1471,1,1,2,13,89,56,48,25,10,0,0,0,1
"30700",30703,6991,1,1,1,6e+05,0.7001,0,1,20,40,15,85,19,7,70,1,0,1,1
"30701",30704,9602,1,1,1,375000,0.6211,0,1,41,98,68,35,93,90,45,1,0,1,2
"30703",30706,18302,1,1,0.9,1500000,1,0,0,58,85,67,97,53,83,100,1,0,0,1
"30704",30707,11855,1,1,1.62,30000,1,1,1,92,41,20,13,94,7,58,0,0,0.979752699471343,1
"30705",30708,987,1,1,1,60000,0.8378,0,1,81,54,18,43,61,26,52,1,0,0,1
"30706",30709,6330,1,1,1.62,180000,1,2,1,70,97,12,92,47,87,100,0,0,1,1
"30707",30710,1206,1,1,1,20000,1,0,1,77,21,44,17,73,19,32,1,0,0.787297400774237,1
"30709",30712,14954,1,1,1,1717701,1.0858,2,1,89,62,86,16,42,10,6,0,3,0.771844774556639,1
"30710",30713,3871,1,1,1.11,5e+05,1,0,1,86,7,62,76,70,13,59,1,0,0.491684269107355,1
"30711",30714,5369,1,1,1,218750,0.797,0,0,26,9,98,64,37,5,80,1,0,1,1
"30712",30715,2624,1,1,1,3e+05,0.5706,2,1,81,24,72,59,71,84,58,0,0,0,1
"30713",30716,5038,1,2,1,40000,0.9349,1,1,62,38,13,75,76,36,93,0,0,0.853314999192163,1.5
"30714",30717,2569,5,1,1,1e+06,0.5295,0,1,97,97,61,63,85,89,36,1,0,0,1
"30719",30722,12383,1,1,1,81300,0.6088,0,1,30,27,83,58,30,29,3,1,0,1,1
"30720",30723,1716,1,1,0.94,150000,1,0,1,31,79,85,43,15,90,45,1,0,0,1
"30721",30724,1014,1,1,1,70000,0.9877,0,1,71,97,55,84,75,34,98,1,0,1,1
"30723",30726,36290,2,1,1,3e+05,1.1938,1,1,39,5,94,9,57,75,12,0,0,1,1
"30724",30727,12886,2,2,1,475200,0.6561,0,1,41,98,68,35,93,90,45,1,0,1,1
"30726",30729,8384,1,13,1,1e+05,0.5763,0,1,7,63,25,93,25,75,39,1,0,1,1.38461538461538
"30727",30730,1418,1,1,1,250000,1.1188,0,1,26,15,85,34,76,22,55,1,0,0,1
"30728",30731,18622,1,1,1,162000,0.6336,2,1,1,21,73,29,1,44,43,0,0,1,1
"30729",30732,11831,1,2,1,300661,0.4913,3,1,86,66,5,80,80,55,83,0,1,0.791820712396262,1
"30730",30733,500,1,1,1.23,65000,1,0,1,14,83,72,100,26,94,78,1,0,0,1
"30731",30734,6862,1,1,1,650000,0.805,0,1,25,38,56,87,18,61,94,1,0,0,1
"30732",30735,1345,1,2,1,65000,0.9976,1,1,19,90,55,49,42,55,68,0,0,0,1
"30733",30736,1584,1,1,1,5e+05,0.7142,0,1,6,77,54,47,2,51,73,1,0,0,1
"30734",30737,3657,1,1,1,150000,1.4867,0,1,30,70,26,62,66,73,36,1,0,0,1
"30735",30738,9750,1,1,0.85,75000,1,1,1,16,82,82,76,38,30,60,0,0,1,1
"30736",30739,509,1,2,1.23,150000,1,0,1,96,82,16,68,62,59,100,1,0,0,1
"30737",30740,8301,1,1,1,2e+05,1.13,0,1,36,50,43,84,42,91,9,1,0,0,1
"30738",30741,1370,2,1,1.16,1e+05,1,0,1,20,60,93,43,18,53,35,1,0,0,1
"30739",30742,1370,2,1,1.16,1e+05,1,0,1,20,60,93,43,18,53,35,1,0,0,1
"30740",30743,2150,1,1,1,3e+05,1.2118,0,1,28,38,80,42,88,40,28,1,0,0,1
"30741",30744,3590,1,3,1,2e+05,0.666,0,1,35,42,23,79,49,31,65,1,0,0,1
"30742",30745,3891,1,1,1,6e+05,0.8212,0,0,24,27,34,68,42,8,29,1,0,0,1
"30743",30746,500,1,1,1.23,2e+05,1,0,1,82,54,29,87,37,91,95,1,0,0,1
"30744",30747,4690,1,1,0.92,50000,1,0,1,71,94,9,88,33,74,92,1,0,1,1
"30745",30748,8832,1,1,1,250000,0.7359,2,1,45,19,36,36,60,29,77,0,0,0,1
"30747",30750,4326,2,1,0.97,50000,1,0,1,79,53,71,46,76,77,67,1,0,1,2
"30748",30751,500,1,1,1,15000,1,0,1,52,97,72,89,86,66,86,1,0,0,1
"30749",30752,9543,1,1,1,1e+05,1.3795,1,1,98,49,10,24,94,53,75,0,0,1,1
"30750",30753,616,3,1,1,8e+05,0.618,0,0,27,57,10,90,60,59,49,1,0,0,1
"30751",30754,616,3,1,1,8e+05,0.618,0,0,27,57,10,90,60,59,49,1,0,0,1
"30753",30756,500,1,2,1.16,40000,1,0,1,93,96,69,49,73,52,93,1,0,0,1
