"","X","TRV.Price","nbr_comp","count","rrv_rt_fct","tot_bld_annl_rev_amt","fnl_prc_pt_fct","tot_ref_rule_cnt","agt_subm_pol_cnt","terr_pctl_bldgcrime","terr_pctl_bldgfire","terr_pctl_weather","terr_pctl_water","terr_pctl_cntscrime","terr_pctl_cntsfire","terr_pctl_liab","afi_pol_cnt","pri_clm_cnt","prcnt_blg_tiv","prcnt_pol_cmp"
"30016",30019,500,1,1,1,1e+05,1.0697,0,1,27,88,37,99,15,96,94,1,0,0,1
"30017",30020,1502,1,1,1,27300,0.5566,1,1,59,93,63,85,8,50,39,0,0,1,1
"30018",30021,6471,1,1,1,1e+05,0.7658,1,1,28,20,70,45,89,8,41,0,0,1,1
"30019",30022,4137,1,1,1,50000,1.6674,1,1,17,94,59,58,29,99,89,0,0,1,1
"30020",30023,9494,1,1,1,850000,0.4913,0,1,67,40,17,49,85,36,58,1,0,0.697674418604651,1
"30021",30024,607,1,1,1.06,75000,1,0,1,80,75,77,91,45,92,99,1,0,0,1
"30025",30028,1392,7,1,1,320000,0.8504,0,1,90,43,59,54,98,37,25,1,0,0,1
"30029",30032,500,1,1,1.23,5e+05,1,0,1,7,88,98,75,42,99,85,1,0,0,1
"30030",30033,1193,1,1,1,6e+05,1,0,1,34,75,6,40,28,96,93,1,0,0,1
"30033",30036,7485,3,1,1,1e+05,1.2929,0,1,78,21,78,14,40,27,2,1,0,1,1
"30034",30037,4942,1,1,1,108000,0.7214,0,1,34,64,13,12,79,45,77,1,0,1,1
"30035",30038,1077,2,1,1,2e+05,0.9119,0,1,20,12,56,89,8,14,94,1,0,0,1
"30037",30040,1678,1,1,1.33,3e+05,1,1,1,98,63,98,59,94,18,100,0,0,0.994209192906261,1
"30038",30041,800,1,1,1,25000,0.725,1,1,73,89,8,83,50,68,93,0,0,0,1
"30040",30043,3632,1,1,1,1e+05,0.809,0,1,73,74,36,99,50,54,92,1,0,1,1
"30041",30044,1923,1,1,1,50000,0.7286,0,1,81,54,18,43,61,26,52,1,0,0,1
"30043",30046,586,2,1,1.11,1e+06,1,3,1,10,56,82,71,17,16,65,0,1,0,1
"30044",30047,3268,1,1,1,120000,1.3727,0,1,34,94,62,26,61,84,59,1,0,1,1
"30046",30049,2764,2,1,1,60000,1.0644,1,1,42,20,21,53,23,29,46,0,0,0,1
"30047",30050,6006,3,1,1.06,120000,1,1,1,71,100,9,57,91,69,95,0,0,1,2
"30050",30053,8356,1,1,0.88,3e+05,1,0,1,22,80,4,26,23,84,67,1,0,0,1
"30052",30055,2378,2,1,1,25000,1.0279,0,1,16,69,70,39,27,68,68,1,0,1,1
"30053",30056,749,1,1,1,5e+05,0.9211,1,1,1,1,66,36,1,3,55,0,1,0,1
"30054",30057,500,1,1,1,20000,0.6336,0,1,39,70,69,41,34,96,52,1,0,0,1
"30056",30059,11558,2,1,1,11201,0.973,3,1,59,16,3,45,90,55,57,0,0,1,1
"30057",30060,500,1,1,1,5e+05,0.618,0,1,48,98,73,58,46,90,93,1,0,0,1
"30058",30061,500,1,1,1,50000,0.9211,2,1,40,92,68,42,84,79,92,0,0,0,1
"30059",30062,1865,1,1,1,575000,0.7214,0,1,100,38,20,32,90,36,58,1,0,0,2
"30060",30063,7425,1,1,1,140000,0.842,3,1,75,63,74,12,85,62,12,0,0,1,2
"30061",30064,8299,1,2,1,4e+05,0.5456,0,1,94,88,15,83,90,69,96,1,0,1,1
"30062",30065,1190,1,2,1,38000,1.0126,0,1,100,38,20,32,90,36,58,1,0,1,1
"30063",30066,1384,1,1,1.16,95000,1,0,1,53,94,69,98,68,75,96,1,0,0,1
"30064",30067,28977,1,2,1,727044,0.7813,0,1,84,47,17,48,47,26,61,1,0,1,1
"30065",30068,2563,2,1,1,30000,1.1414,0,1,8,16,53,65,50,4,60,1,0,0.970008716221179,1
"30068",30071,867,1,1,1,50000,0.9349,0,1,6,78,52,97,5,91,94,1,0,0,1
"30069",30072,42430,1,1,1,1426000,0.949,4,1,3,76,75,38,27,87,62,0,0,0.99403578528827,1
"30070",30073,1107,1,1,1,25000,1.4286,1,1,52,70,3,77,55,64,32,0,0,0,1
"30073",30076,2226,1,1,0.85,260000,1,0,1,37,31,72,52,59,13,51,1,0,0,1
"30074",30077,1921,1,1,1.16,3e+05,1,0,1,58,84,81,67,27,88,72,1,0,0,1
"30075",30078,4558,1,1,1,4e+05,1.3934,0,1,81,99,65,67,44,95,91,1,0,0,1
"30076",30079,686,1,1,1,4e+05,0.8131,2,1,59,73,62,33,97,67,92,0,0,0,2
"30077",30080,2811,1,1,0.85,10000,1,0,1,34,85,10,22,77,45,24,1,0,0.89930151338766,1
"30078",30081,2721,1,1,1.03,150000,1,0,1,87,92,57,80,94,83,69,1,0,0,1
"30079",30082,1268,1,2,1,20000,0.8336,2,1,56,54,53,28,52,38,60,0,0,1,1
"30080",30083,18474,1,1,0.81,3e+05,1,0,1,77,88,25,40,97,56,44,1,0,0.817642038616122,1
"30081",30084,2930,1,1,1,5e+05,0.8504,0,0,29,25,16,79,63,26,81,1,0,0.777777777777778,1
"30082",30085,6774,1,5,1.23,105600,1,0,1,14,83,72,100,26,94,78,1,0,0.998751560549313,1.2
"30083",30086,2408,2,1,1,75000,0.9211,0,1,11,95,72,37,1,81,85,1,0,0,1
"30084",30087,2408,2,1,1,75000,0.9211,0,1,11,95,72,37,1,81,85,1,0,0,1
"30085",30088,2829,1,5,1,90000,0.9585,0,1,77,99,56,55,75,70,89,1,0,0.939393939393939,1
"30087",30090,2851,1,1,1.23,1e+05,1,2,1,41,37,84,69,22,45,16,0,0,1,1
"30088",30091,7465,1,1,1,161001,0.7813,2,0,34,54,45,27,38,45,92,0,1,1,1
"30089",30092,3697,1,1,1,150000,0.5909,1,1,58,38,29,57,76,59,75,0,0,0.884083037144262,1
"30091",30094,16155,3,1,1,37025,0.666,0,0,32,83,62,35,42,64,20,1,0,1,1
"30094",30097,13345,2,1,1,1560000,0.8131,0,1,31,57,33,97,59,71,35,1,0,0,1
"30095",30098,500,1,1,1,80000,1.3591,0,1,48,68,78,35,70,51,44,1,0,0,1
"30096",30099,2378,1,1,1,2e+05,0.5429,1,1,95,75,55,21,98,75,58,0,1,0.886726503636412,1
"30097",30100,47064,1,7,1,80000,1.319,1,1,49,12,100,35,36,15,6,0,0,1,1
"30098",30101,1166,1,1,1,24000,0.6727,0,1,34,39,24,26,64,29,94,1,0,1,1
"30099",30102,3693,1,3,1,1022121,0.64,1,0,79,48,43,37,86,73,11,0,0,0,1
"30100",30103,500,1,1,1,30000,1,1,1,12,67,5,23,22,91,63,0,0,0,1
"30101",30104,4103,1,3,1,25000,0.8462,2,1,9,8,52,81,18,42,26,0,0,1,2
"30103",30106,2609,3,1,0.76,9601,1,1,1,85,71,62,29,91,65,18,0,0,1,1
"30105",30108,5176,1,1,1,3e+05,0.8462,0,1,30,73,25,92,37,49,29,1,0,0.956343316161704,1
"30106",30109,3326,1,1,1,903000,0.5763,1,1,46,51,5,81,52,13,53,0,0,0,1
"30108",30111,46503,2,1,1,1500000,0.5792,1,1,81,56,72,13,71,80,17,0,0,0,2
"30110",30113,7319,1,1,1.23,90000,1,0,1,79,9,50,43,69,43,66,1,0,1,1
"30112",30115,7746,2,1,1,64000,1.1938,1,1,100,93,39,29,96,11,23,0,0,1,1
"30113",30116,250,1,1,1,77500,0.9349,0,1,76,73,55,59,79,54,32,1,0,0,1
"30114",30117,6514,1,1,1,225001,0.6561,1,1,34,54,45,27,38,45,92,0,0,1,2
"30115",30118,8146,1,1,1,1e+06,0.666,1,0,71,61,2,85,73,52,92,0,3,0.79536056940702,1
"30117",30120,7607,2,1,1.23,144000,1,3,1,32,27,81,9,45,40,9,0,0,1,2
"30119",30122,4281,3,2,1,500003,0.4188,0,1,1,1,66,36,1,3,55,1,0,0.958820566107404,1
"30121",30124,1458,1,1,0.76,5e+05,1,0,1,93,56,14,87,83,82,94,1,0,0,1
"30122",30125,1709,1,1,1,6e+05,0.5062,0,1,92,56,67,6,99,50,26,1,1,0.909665692365337,1
"30123",30126,38186,1,2,1,412500,0.7735,1,1,54,8,30,55,74,18,68,0,0,0.911629551078119,1
"30124",30127,1608,1,1,1,250000,0.9396,0,1,19,2,5,80,28,4,38,1,0,0,1
"30125",30128,1748,1,1,1,5e+05,1.0279,1,1,51,96,30,76,53,40,94,0,0,0,1
"30126",30129,4360,1,1,1,950000,0.484,0,1,65,22,47,82,85,61,18,1,0,0.338461538461538,1
"30128",30131,10566,1,1,1,24000,1.6427,1,1,57,77,2,99,98,84,27,0,0,1,1
"30129",30132,2719,1,1,0.83,125000,1,0,1,93,36,26,72,97,56,72,1,0,0.86013986013986,1
"30130",30133,4326,1,1,1,48001,0.9827,1,0,47,54,25,98,44,47,83,0,0,1,1
"30131",30134,8515,1,1,0.94,2800000,1,4,1,3,29,81,89,14,3,56,0,0,0.848127585353863,1
"30132",30135,18259,1,1,0.79,835000,1,0,1,34,82,6,22,81,45,28,1,0,0.619603338309376,1
"30133",30136,7498,1,1,0.76,550000,1,0,1,53,63,29,48,36,62,70,1,0,0,1
"30134",30137,6153,1,1,1,2e+05,1.1938,0,1,73,74,36,99,50,54,92,1,0,1,1
"30135",30138,11002,2,2,1,3e+05,0.5593,0,1,64,73,1,71,40,61,81,1,0,0.76219512195122,1
"30137",30140,3523,1,1,1,60000,0.7396,0,1,23,18,50,66,31,43,57,1,0,0,1
"30138",30141,3163,1,1,1,35000,0.8462,1,1,33,21,71,62,81,25,23,0,0,0.964706662958513,1
"30139",30142,500,1,1,1,120000,0.5879,0,1,41,90,86,43,54,89,89,1,0,0,1
"30140",30143,4209,1,1,1,3e+05,0.9976,0,1,100,69,69,41,95,58,14,1,0,0.997873502307675,1
"30141",30144,1057,2,1,1,1,0.7697,1,1,56,27,51,81,40,17,35,0,0,0,1
"30143",30146,1303,1,1,1,25000,1.0538,0,1,27,80,51,67,13,94,85,1,0,0,2
"30145",30148,2637,2,2,1,275000,0.5706,0,0,43,49,26,95,20,80,78,1,0,0,1
"30147",30150,1079,1,1,0.68,20000,1,1,1,84,41,65,59,86,51,43,0,0,0.945054945054945,1
"30150",30153,2860,1,1,0.72,3e+05,1,0,1,66,58,4,89,28,33,72,1,0,0.714288505500088,1
"30152",30155,635,2,2,1,45000,0.9682,2,1,1,5,76,22,1,52,37,0,0,0,1
"30153",30156,2098,1,1,1,480000,0.9443,0,1,20,35,8,94,62,28,87,1,0,0,1
"30154",30157,500,1,2,1.03,5e+05,1,0,1,38,81,6,36,44,79,78,1,0,0,1
"30155",30158,1503,1,1,1,1e+05,1.1244,0,1,3,32,81,20,16,51,63,1,0,0,1
"30157",30160,8710,2,1,1.03,220000,1,0,1,52,69,98,35,30,49,32,1,0,1,1
"30158",30161,4669,1,1,1,1e+05,1.0913,0,1,91,15,72,20,70,95,18,1,0,0,1
"30159",30162,3421,1,1,1,720000,1.319,0,1,13,23,10,85,73,9,78,1,0,0,1
"30160",30163,1569,1,1,1,450000,0.6273,0,1,11,2,33,79,37,89,45,1,0,0.774690199023658,1
"30161",30164,630,1,1,1,86062,0.8762,0,1,62,68,18,86,24,67,53,1,0,0,2
"30162",30165,1258,1,1,1,90000,0.9926,0,1,27,80,51,67,13,94,85,1,0,0,1
"30163",30166,17702,1,1,1,275000,0.973,7,1,97,14,31,21,99,79,12,0,0,1,1
"30165",30168,1655,4,1,1,50000,0.9877,1,1,82,31,39,50,89,37,5,0,0,0.991304347826087,1
"30169",30172,663,1,1,1,25000,0.8719,0,1,82,89,21,80,38,68,84,1,0,0,1
"30170",30173,947,1,1,0.92,6e+05,1,1,1,64,11,56,90,80,39,93,0,0,0.895267587178816,1
"30171",30174,2869,2,1,1,2e+05,0.9585,0,1,34,25,3,61,44,27,77,1,0,0,1
"30173",30176,6795,1,1,1,135000,0.5649,0,1,11,7,68,52,19,33,65,1,0,0.997907949790795,1
"30174",30177,19393,2,1,1,265000,1.0913,2,1,98,90,31,39,90,71,1,0,0,1,1
"30176",30179,2037,1,1,1.62,150000,1,0,1,40,39,6,91,49,49,52,1,0,0,1
"30178",30181,8849,2,1,1,100001,1.2674,1,0,82,40,3,58,38,35,90,0,1,1,2
"30179",30182,16236,1,2,1,2e+05,1.2057,0,1,49,12,100,35,36,15,6,1,0,0.973339021008851,1
"30181",30184,4184,2,1,1.33,15000,1,1,1,76,94,15,71,74,77,84,0,0,1,1
"30182",30185,14538,1,1,1.33,2e+05,1,3,1,84,37,39,75,86,65,50,0,1,0.894179894179894,1
"30183",30186,3054,1,1,1,1e+05,0.7582,0,1,20,20,54,60,41,30,6,1,0,0,2
"30184",30187,2749,1,1,1,480000,1.1414,0,1,20,35,8,94,62,28,87,1,0,0,1
"30186",30189,6422,2,2,1.16,4e+05,1,0,1,15,68,87,52,30,75,63,1,0,0.987471146049352,1
"30187",30190,1342,1,1,1,7e+05,1.1938,0,0,2,32,36,89,2,27,45,1,0,0,1
"30188",30191,3523,1,1,1.62,2000,1,0,1,39,13,43,56,46,16,76,1,0,1,1
"30189",30192,11691,1,1,1,324000,0.8131,0,1,88,30,88,27,74,33,7,1,0,1,1
"30190",30193,2791,2,1,0.76,1,1,2,1,62,90,10,34,58,34,71,0,0,0,1
"30192",30195,43629,1,1,1,12590000,0.6931,4,0,26,94,64,11,46,98,63,0,0,1,1
"30193",30196,1860,1,1,1,1,1,2,1,69,86,4,45,19,90,72,0,0,0,2
"30194",30197,3523,1,6,1.23,105600,1,0,1,14,83,72,100,26,94,78,1,0,0.99882276212967,1
"30195",30198,6409,1,1,1.06,350000,1,0,1,56,33,93,50,43,18,48,1,0,1,1
"30196",30199,500,1,1,1,40000,0.5968,0,1,81,90,61,38,87,35,35,1,0,0,1
"30197",30200,795,2,1,1.03,50000,1,0,1,44,24,92,7,76,34,28,1,0,0,1
"30199",30202,250,1,1,1,150000,0.9585,0,1,70,36,60,31,98,27,22,1,0,0,1
"30200",30203,750,1,1,1,15000,1.1528,0,1,59,32,25,60,65,34,33,1,0,0,1
"30202",30205,17218,2,1,1,139006,1.1938,0,1,81,36,44,92,43,15,27,1,0,1,1
"30203",30206,7285,1,2,1,2e+06,0.618,0,1,65,43,43,2,20,97,3,1,0,0,1
"30204",30207,670,1,1,1,45000,0.9633,0,1,1,36,80,38,1,60,63,1,0,0,3
"30205",30208,676,1,2,1,86062,1.1644,0,1,62,68,18,86,24,67,53,1,0,0,1
"30206",30209,11108,2,2,1,2023195,0.4536,0,1,100,13,42,1,79,12,66,1,0,0,1
"30209",30212,1598,2,1,1.06,50000,1,0,1,99,86,62,55,81,80,36,1,0,1,1
"30210",30213,1000,1,1,1,50000,0.8632,0,1,80,53,35,97,65,43,87,1,0,0,1
"30211",30214,3989,1,1,1,20000,0.949,1,1,57,38,9,98,65,33,36,0,0,0.986301369863014,1
"30212",30215,3228,1,4,1,1e+06,0.5909,4,0,30,98,40,99,31,99,53,0,0,0.496943699731903,1.25
"30213",30216,2046,1,1,1,150000,0.9976,1,1,47,59,41,94,75,51,92,0,0,0,1
"30214",30217,4269,1,1,1,48000,1.0486,2,1,27,24,20,82,13,11,81,0,0,1,1
"30215",30218,2156,1,1,1.06,120000,1,0,1,66,67,31,35,24,35,30,1,0,0,1
"30216",30219,2564,1,1,1.23,1e+05,1,0,1,9,82,94,34,3,25,37,1,0,1,1
"30217",30220,750,1,1,1.16,1e+05,1,1,1,49,87,31,56,74,54,87,0,0,0,1
"30218",30221,1040,1,1,1,50000,0.551,0,1,29,23,58,11,38,25,28,1,0,0,1
"30219",30222,3712,1,1,1,3e+05,0.9349,0,1,73,26,6,50,86,19,89,1,0,0,1
"30220",30223,5499,1,1,1,1916170,0.5375,0,1,57,31,48,47,82,24,23,1,0,0,1
"30221",30224,550,1,1,1,250000,0.4816,0,1,72,40,7,80,71,33,71,1,0,0,1
"30222",30225,995,1,1,0.68,2e+05,1,0,1,62,98,17,87,39,93,100,1,0,0,1
"30223",30226,922,2,1,1,1e+05,0.809,0,1,11,95,72,37,1,81,85,1,0,0,1
"30226",30229,4358,2,2,1,3e+05,0.6305,0,1,59,65,13,97,44,65,84,1,0,0,1
"30227",30230,4947,1,1,1.16,150000,1,0,1,14,78,42,96,5,76,65,1,0,0,1
"30228",30231,1000,1,1,1,50000,0.7001,0,1,29,47,29,57,30,1,61,1,0,0,1
"30229",30232,856,1,1,1,24000,1.0913,2,1,7,84,68,88,4,93,42,0,0,1,2
"30230",30233,1975,1,1,0.9,350000,1,0,1,28,82,3,42,55,79,56,1,0,0,1
"30231",30234,5325,1,1,1.62,120000,1,2,1,93,72,19,71,76,46,96,0,0,1,1
"30232",30235,5483,1,1,1.23,720000,1,2,1,31,56,79,96,43,94,59,0,0,0.909637030022193,1
"30233",30236,1894,2,2,1,360000,1.0751,0,1,56,71,9,94,59,66,83,1,0,0,1
"30238",30241,4002,4,1,1,150000,0.6211,0,1,4,2,47,83,29,29,24,1,0,0,1
"30239",30242,1571,1,2,1,4e+05,1.0434,0,1,41,20,18,47,90,7,71,1,0,0.833709556057186,1
"30240",30243,5399,1,1,1,3e+05,0.7286,0,1,26,15,85,34,76,22,55,1,0,1,1
"30241",30244,550,1,1,1.23,5e+05,1,0,1,32,36,24,72,14,8,91,1,0,0,2
"30242",30245,1591,1,2,1,1,1,1,1,69,86,4,45,19,90,72,0,0,0,1
"30243",30246,6206,1,1,1,498000,0.64,0,1,51,47,3,74,27,44,69,1,0,0,1
"30244",30247,12459,2,1,1,225000,0.809,0,1,41,42,19,30,33,25,67,1,0,1,1
"30246",30249,3640,2,1,0.76,20000,1,1,1,96,61,90,12,48,39,48,0,0,1,2
"30248",30251,571,1,1,1.11,1500000,1,2,1,12,77,85,63,2,53,26,0,0,0,1
"30249",30252,2611,1,1,0.76,1e+05,1,0,1,5,2,93,34,12,68,21,1,0,0,1
"30250",30253,3189,1,2,1,2e+05,0.6336,0,1,7,42,1,68,3,55,60,1,0,0,1
"30251",30254,1390,1,1,1,120000,0.6966,0,1,60,81,74,67,83,100,80,1,0,0,1
"30252",30255,958,1,1,1,14400,0.842,0,1,59,67,16,51,78,73,94,1,0,1,1
"30253",30256,425,1,1,1,1e+06,0.7852,0,1,3,32,81,20,16,51,63,1,0,0,1
"30254",30257,14904,1,1,1,180000,1.0434,3,1,68,77,81,5,22,89,15,0,0,1,1
"30256",30259,3686,1,1,1.11,219000,1,1,1,2,58,95,24,13,80,40,0,0,1,1
"30257",30260,26451,1,1,1,1e+06,0.5242,0,1,76,38,17,25,82,35,79,1,0,0.833333333333333,1
"30258",30261,1199,1,1,1,3e+05,1.0913,0,1,71,60,36,62,78,53,34,1,0,0,1
"30259",30262,9881,1,1,1.23,5e+05,1,2,1,79,100,16,95,61,97,100,0,0,0,1
"30260",30263,10278,1,1,1,250000,0.9257,0,0,92,85,37,100,57,18,48,1,0,1,1
"30261",30264,2260,1,1,1,1,1.3795,0,0,35,7,14,46,70,19,62,1,0,1,1
"30262",30265,4950,1,1,1,40000,0.7658,0,1,87,85,28,96,98,67,35,1,0,1,1
"30263",30266,949,1,1,1,1e+05,0.8212,0,0,50,57,32,89,32,37,93,1,0,0,1
"30264",30267,1637,2,1,1.33,50000,1,0,1,92,69,54,50,98,32,81,1,0,0,1
"30266",30269,2184,1,1,1,160000,0.5295,0,1,98,66,64,34,100,19,7,1,0,0.857142857142857,1
"30267",30270,1295,1,2,1,350000,0.809,0,1,28,27,41,91,54,32,47,1,0,0,1
"30268",30271,5084,1,1,1,5e+05,1.3523,0,1,92,88,3,45,74,76,68,1,3,0,1
"30269",30272,2614,1,2,1,4e+05,0.7214,0,1,52,70,3,77,55,64,32,1,0,0,1.5
"30270",30273,5130,2,1,1,9e+05,0.8589,0,1,83,54,55,37,100,22,33,1,0,0,2
"30272",30275,500,2,1,1,25000,0.8675,1,1,92,59,65,59,66,69,40,0,0,0,1
"30274",30277,5414,1,1,1,240000,0.7106,0,1,38,20,6,71,65,60,52,1,0,0.95829468631014,1
"30275",30278,500,2,1,1,50000,1.0591,0,1,92,8,54,32,91,43,12,1,0,0,1
"30277",30280,2748,1,1,1,750000,0.5763,1,1,47,70,32,96,53,84,44,0,0,0.524286647789153,1
"30278",30281,4149,1,1,1.16,721000,1,2,1,62,98,17,87,39,93,100,0,0,0,1
"30279",30282,500,1,1,1,40000,1.0591,0,1,34,88,18,26,54,26,91,1,0,0,1
"30280",30283,500,1,2,1.33,50000,1,0,1,19,35,77,11,55,29,18,1,0,0,1
"30281",30284,2287,1,2,1,356427,0.8212,0,1,34,54,83,6,69,1,76,1,0,0,1
"30283",30286,500,1,1,1,125000,1.0913,0,1,31,12,26,49,75,21,52,1,0,0,1
"30284",30287,1324,1,1,0.76,350000,1,0,1,62,11,39,31,59,70,30,1,0,0,1
"30287",30290,2567,2,1,1,1e+05,0.666,0,0,78,85,6,56,84,69,94,1,0,0,1
"30288",30291,500,1,1,0.92,12000,1,1,1,23,26,84,82,35,22,48,0,0,1,1
"30291",30294,1848,3,1,1,5e+05,0.7813,0,0,77,82,1,83,65,67,93,1,0,0,1
"30294",30297,1581,3,1,1,150000,0.801,0,0,56,40,2,89,50,19,64,1,0,0,1
"30295",30298,1458,1,1,1,388064,0.8131,0,1,7,84,68,88,4,93,42,1,0,0,2
"30296",30299,1752,1,1,1,350000,0.5879,0,1,43,49,26,95,20,80,78,1,0,0,1
"30299",30302,10943,3,1,0.72,1e+06,1,1,1,86,84,80,13,86,61,42,0,0,0.868421052631579,1
"30300",30303,3606,1,1,1,24000,0.6336,0,1,43,24,34,28,67,18,21,1,0,1,2
"30301",30304,938,1,1,1,150000,0.9779,0,1,61,74,68,80,37,47,15,1,0,0,1
"30302",30305,550,1,1,0.85,25000,1,0,1,58,82,88,55,22,83,31,1,0,0,1
"30303",30306,500,1,1,1.23,1000,1,0,1,84,98,3,40,26,99,52,1,0,0,1
"30304",30307,6502,1,1,1,6e+05,1.0434,0,1,50,17,95,41,20,7,81,1,0,0,1
"30306",30309,12564,2,1,1,1e+06,0.885,0,1,37,56,55,23,70,5,10,1,0,0,1
"30307",30310,2121,1,1,1,175000,0.6496,1,1,87,52,21,97,88,62,90,0,0,0,1
"30308",30311,14077,1,1,1,1,0.6432,0,1,76,80,2,98,49,67,98,1,0,1,1
"30309",30312,550,1,1,1.23,50000,1,0,1,41,37,84,69,22,45,16,1,0,0,1
"30311",30314,4523,2,1,1.23,347564,1,0,1,42,8,21,90,80,19,42,1,0,0,1
"30313",30316,2413,2,1,1,875000,0.5998,0,1,61,15,16,70,64,7,60,1,0,0.656429429830418,1
"30315",30318,703,1,1,1,3e+05,0.8253,2,1,73,100,63,69,73,97,86,0,0,0,1
"30316",30319,500,1,1,1,2e+05,0.809,0,1,73,100,63,69,73,97,86,1,0,0,1
"30317",30320,9578,1,1,1,840000,0.801,1,1,23,32,1,64,59,8,28,0,0,0.883551673944687,1
"30318",30321,1827,1,1,0.81,75000,1,0,1,74,97,3,56,76,70,71,1,0,0,1
"30319",30322,2142,1,1,1.06,1e+05,1,0,1,4,47,80,73,55,56,29,1,0,0,1
"30320",30323,8315,1,1,1.06,150000,1,0,1,56,8,82,86,22,7,57,1,0,1,1
"30321",30324,558,1,1,1.23,30000,1,0,1,75,37,76,10,63,25,14,1,0,0,1
"30323",30326,1718,1,1,1,25000,1.0858,0,1,36,53,21,78,78,64,23,1,0,1,1
"30325",30328,2199,2,1,1,5e+05,1.0382,0,1,31,42,10,82,38,7,75,1,0,0,1
"30326",30329,3222,1,1,1,134800,0.6305,1,1,34,61,29,30,62,61,40,0,0,1,1
"30327",30330,704,3,1,1,1e+05,1.0126,0,1,68,98,1,94,79,94,53,1,0,0,1
"30330",30333,12508,1,1,0.83,1e+06,1,0,1,48,57,61,64,55,55,66,1,0,0.770551038843722,1
"30331",30334,27402,1,1,1,750000,0.6727,0,1,30,42,68,14,8,97,79,1,0,0.997039662483631,1
"30332",30335,5762,1,2,1,4e+05,0.805,1,0,15,79,32,52,18,73,54,0,0,0,1
"30333",30336,7804,1,2,1,60000,0.9396,1,1,87,51,41,65,62,12,7,0,0,1,1
"30334",30337,2056,1,1,1,150000,0.7286,0,0,30,75,33,76,7,83,73,1,0,0.653494112065335,1
"30335",30338,1271,1,2,1,240000,1.0804,0,1,39,99,65,65,26,61,51,1,0,0,1
"30336",30339,14164,2,1,1,2e+05,0.7735,1,0,96,15,10,35,99,82,67,0,0,1,1
"30340",30343,14489,3,1,1,3e+05,0.7001,0,1,41,62,23,99,22,100,71,1,0,1,1
"30341",30344,500,1,1,1,20000,0.7286,0,0,56,77,40,99,15,99,80,1,0,0,1
"30342",30345,1095,1,1,0.68,316776,1,1,1,1,22,29,68,38,37,14,0,0,1,1
"30343",30346,1131,1,1,1,80000,0.8895,1,1,71,94,59,55,55,56,72,0,0,0,1
"30344",30347,12599,1,1,1,5e+05,0.9349,0,1,11,46,60,48,18,57,78,1,0,0.83736187957623,1
"30345",30348,1000,1,2,1,80000,0.6627,0,0,82,91,15,100,18,25,82,1,0,0,1
"30346",30349,2819,2,1,1,3e+05,0.725,0,1,88,93,18,95,62,37,80,1,0,0,1
"30348",30351,1689,1,1,1,120000,0.7697,0,0,22,48,33,88,22,68,73,1,0,0,1
"30350",30353,11763,2,1,1,75000,1.2486,3,1,45,7,78,10,51,23,1,0,0,1,1
"30352",30355,12503,2,1,1,1e+05,0.7735,1,0,96,15,10,35,99,82,67,0,0,1,1
"30353",30356,12965,1,1,1,207900,0.809,1,1,66,75,45,93,43,74,25,0,0,1,2
"30354",30357,2128,2,1,0.79,1250000,1,0,1,93,50,45,82,52,37,85,1,0,0,1
"30356",30359,1742,1,1,1,3e+05,0.747,0,1,63,78,16,85,61,45,78,1,0,0,1
"30357",30360,31458,1,1,1,216000,1.0913,1,1,79,46,100,56,70,21,16,0,1,1,1
"30358",30361,1112,1,1,0.97,2e+05,1,0,1,95,88,56,83,37,50,96,1,0,0,1
"30359",30362,639,1,1,1.23,25000,1,1,1,57,100,58,96,30,96,77,0,0,0,1
"30360",30363,4376,1,1,1.16,260000,1,0,1,15,8,81,84,18,10,56,1,0,1,2
"30362",30365,818,7,1,1,250000,0.7001,0,1,67,7,27,49,75,18,47,1,0,0.812596895923131,1
"30369",30372,350,1,1,1.06,150000,1,0,1,91,63,24,53,82,62,92,1,0,0,1
"30370",30373,500,1,2,1,20000,0.797,0,1,77,79,70,34,71,35,23,1,0,0,1
"30371",30374,500,3,1,1,5000,0.9074,0,1,51,46,8,73,86,56,58,1,0,0,1
"30374",30377,946,1,1,1.33,150000,1,0,1,88,96,77,49,100,46,93,1,0,0,1
"30375",30378,750,1,1,1,15000,1.23,0,1,52,92,34,99,20,90,85,1,0,0,1
"30376",30379,2009,1,1,1,230000,0.6931,0,1,19,83,74,53,61,5,32,1,0,0,1
"30377",30380,2600,1,2,1.16,2e+05,1,0,1,15,8,81,84,18,10,56,1,0,1,1
"30378",30381,985,1,1,0.68,70000,1,0,1,87,52,45,92,73,67,91,1,0,1,1
"30379",30382,1342,1,2,1,6e+05,0.6561,0,1,2,32,36,89,2,27,45,1,0,0,1
"30380",30383,1265,1,1,1,60000,0.7433,0,1,86,22,45,83,24,16,40,1,0,0,1
"30381",30384,6203,1,2,1,50000,0.666,0,1,18,96,56,97,18,92,83,1,0,0.993791859679474,1
"30382",30385,576,2,1,1,45000,0.842,0,1,1,36,75,41,1,58,24,1,0,0,2
"30385",30388,4910,2,1,1,950000,0.5012,0,1,47,58,44,94,61,78,16,1,0,0.945875227859232,1
"30386",30389,1162,1,1,1,250000,0.6727,0,1,99,56,96,29,85,44,35,1,0,0,1
"30387",30390,2086,1,1,0.76,179000,1,0,1,4,1,98,84,34,5,88,1,0,0,1
