"","pol_entry_dt","pol_eff_dt"
"32170",2017-08-29,2017-09-01
"32171",2017-08-29,2017-08-29
"32172",2017-08-29,2017-09-01
"32173",2017-08-29,2017-10-09
"32174",2017-08-29,2017-09-01
"32176",2017-08-29,2017-08-30
"32177",2017-08-29,2017-10-31
"32178",2017-08-29,2017-08-30
"32179",2017-08-29,2017-08-30
"32180",2017-08-29,2017-09-01
"32181",2017-08-29,2017-09-01
"32182",2017-08-29,2017-10-01
"32183",2017-08-29,2017-09-07
"32184",2017-08-29,2017-09-09
"32185",2017-08-29,2017-10-17
"32186",2017-08-29,2017-09-11
"32187",2017-08-29,2017-10-01
"32188",2017-08-29,2017-09-01
"32189",2017-08-29,2017-10-01
"32190",2017-08-29,2017-10-15
"32191",2017-08-29,2017-11-06
"32192",2017-08-29,2017-09-12
"32193",2017-08-29,2017-09-01
"32194",2017-08-29,2017-09-22
"32195",2017-08-29,2017-09-01
"32196",2017-08-29,2017-09-01
"32197",2017-08-29,2017-09-01
"32198",2017-08-29,2017-09-20
"32199",2017-08-29,2017-12-01
"32200",2017-08-29,2017-08-29
"32201",2017-08-29,2017-09-05
"32204",2017-08-30,2017-11-01
"32205",2017-08-30,2017-09-30
"32206",2017-08-30,2017-08-30
"32207",2017-08-30,2017-09-06
"32210",2017-08-30,2017-09-30
"32211",2017-08-30,2017-08-30
"32213",2017-08-30,2017-10-23
"32214",2017-08-30,2017-09-25
"32217",2017-08-30,2017-08-21
"32218",2017-08-30,2017-10-20
"32219",2017-08-30,2017-09-01
"32220",2017-08-30,2017-09-01
"32222",2017-08-30,2017-09-01
"32224",2017-08-30,2017-09-08
"32226",2017-08-30,2017-10-10
"32227",2017-08-30,2017-08-30
"32228",2017-08-30,2017-09-30
"32229",2017-08-30,2017-08-30
"32230",2017-08-30,2017-08-30
"32231",2017-08-30,2017-08-30
"32232",2017-08-30,2017-09-30
"32233",2017-08-30,2017-09-28
"32234",2017-08-30,2017-08-30
"32235",2017-08-30,2017-09-21
"32238",2017-08-30,2017-09-30
"32239",2017-08-30,2017-09-29
"32240",2017-08-30,2017-09-05
"32242",2017-08-30,2017-08-31
"32244",2017-08-30,2017-09-01
"32245",2017-08-30,2017-09-01
"32246",2017-08-30,2017-10-20
"32247",2017-08-30,2017-08-30
"32248",2017-08-30,2017-09-01
"32249",2017-08-30,2017-08-30
"32250",2017-08-30,2017-09-15
"32251",2017-08-30,2017-08-30
"32252",2017-08-30,2017-09-20
"32253",2017-08-30,2017-08-30
"32255",2017-08-30,2017-09-01
"32256",2017-08-30,2017-10-22
"32257",2017-08-30,2017-08-31
"32258",2017-08-30,2017-08-30
"32259",2017-08-30,2017-09-04
"32260",2017-08-30,2017-09-29
"32262",2017-08-30,2017-10-01
"32265",2017-08-30,2017-09-01
"32266",2017-08-30,2017-10-01
"32268",2017-08-30,2017-09-01
"32269",2017-08-30,2017-09-01
"32270",2017-08-30,2017-09-19
"32271",2017-08-30,2017-10-01
"32274",2017-08-30,2017-08-30
"32275",2017-08-30,2017-08-31
"32276",2017-08-30,2017-08-30
"32278",2017-08-30,2017-09-15
"32279",2017-08-30,2017-09-06
"32280",2017-08-30,2017-08-30
"32282",2017-08-30,2017-10-15
"32284",2017-08-30,2017-09-01
"32285",2017-08-30,2017-10-11
"32286",2017-08-30,2017-08-30
"32287",2017-08-30,2017-10-01
"32288",2017-08-30,2017-08-31
"32289",2017-08-30,2017-08-30
"32290",2017-08-30,2017-09-06
"32291",2017-08-30,2017-09-17
"32294",2017-08-30,2017-09-04
"32295",2017-08-30,2017-09-02
"32296",2017-08-30,2017-09-01
"32297",2017-08-30,2017-09-01
"32298",2017-08-30,2017-09-04
"32299",2017-08-30,2017-08-30
"32300",2017-08-30,2017-09-21
"32301",2017-08-30,2017-09-01
"32302",2017-08-30,2017-08-31
"32303",2017-08-30,2017-10-04
"32304",2017-08-30,2017-09-23
"32305",2017-08-30,2017-08-30
"32308",2017-08-30,2017-08-30
"32309",2017-08-30,2017-10-01
"32310",2017-08-30,2017-09-11
"32311",2017-08-30,2017-10-31
"32312",2017-08-30,2017-12-20
"32314",2017-08-30,2017-10-29
"32315",2017-08-30,2017-08-30
"32316",2017-08-30,2017-08-31
"32318",2017-08-30,2017-10-31
"32319",2017-08-30,2017-09-15
"32322",2017-08-30,2017-09-29
"32323",2017-08-30,2017-08-30
"32324",2017-08-30,2017-09-05
"32325",2017-08-30,2017-09-29
"32326",2017-08-30,2017-08-30
"32327",2017-08-30,2017-09-01
"32328",2017-08-30,2017-10-10
"32329",2017-08-30,2017-09-30
"32330",2017-08-30,2017-08-30
"32331",2017-08-30,2017-08-30
"32332",2017-08-30,2017-09-29
"32333",2017-08-30,2017-09-01
"32335",2017-08-30,2017-09-29
"32336",2017-08-30,2017-09-08
"32337",2017-08-30,2017-08-30
"32339",2017-08-30,2017-08-30
"32340",2017-08-30,2017-08-30
"32341",2017-08-30,2017-09-01
"32342",2017-08-30,2017-09-20
"32343",2017-08-30,2017-08-30
"32345",2017-08-30,2017-09-16
"32346",2017-08-30,2017-08-30
"32347",2017-08-30,2017-09-05
"32348",2017-08-30,2017-09-04
"32349",2017-08-30,2017-09-21
"32350",2017-08-30,2017-08-31
"32351",2017-08-30,2017-09-01
"32352",2017-08-30,2017-11-20
"32353",2017-08-30,2017-08-30
"32354",2017-08-30,2017-09-19
"32355",2017-08-30,2017-09-22
"32356",2017-08-30,2017-08-30
"32359",2017-08-30,2017-09-13
"32360",2017-08-30,2017-09-05
"32361",2017-08-30,2017-09-04
"32362",2017-08-30,2017-10-01
"32363",2017-08-30,2017-09-20
"32364",2017-08-30,2017-09-22
"32365",2017-08-30,2017-09-01
"32366",2017-08-30,2017-08-30
"32367",2017-08-30,2017-09-01
"32368",2017-08-30,2017-09-15
"32369",2017-08-30,2017-09-01
"32370",2017-08-30,2017-11-10
"32371",2017-08-30,2017-09-20
"32376",2017-08-30,2017-09-07
"32377",2017-08-30,2017-08-31
"32378",2017-08-30,2017-09-06
"32379",2017-08-30,2017-10-03
"32380",2017-08-30,2017-09-01
"32381",2017-08-30,2017-10-12
"32382",2017-08-30,2017-09-05
"32383",2017-08-30,2017-09-02
"32384",2017-08-30,2017-11-30
"32385",2017-08-30,2017-09-11
"32387",2017-08-30,2017-09-01
"32388",2017-08-30,2017-09-23
"32389",2017-08-30,2017-09-15
"32390",2017-08-30,2017-09-01
"32391",2017-08-30,2017-08-30
"32392",2017-08-31,2017-08-29
"32393",2017-08-31,2017-09-15
"32394",2017-08-31,2017-09-10
"32396",2017-08-31,2017-08-31
"32397",2017-08-31,2017-09-01
"32398",2017-08-31,2017-09-08
"32399",2017-08-31,2017-09-01
"32400",2017-08-31,2017-09-01
"32401",2017-08-31,2017-10-04
"32402",2017-08-31,2017-08-31
"32403",2017-08-31,2017-09-01
"32404",2017-08-31,2017-10-01
"32405",2017-08-31,2017-10-01
"32406",2017-08-31,2017-08-31
"32407",2017-08-31,2017-09-15
"32408",2017-08-31,2017-09-25
"32411",2017-08-31,2017-08-31
"32413",2017-08-31,2017-11-01
"32414",2017-08-31,2017-09-01
"32415",2017-08-31,2017-09-21
"32416",2017-08-31,2017-10-01
"32417",2017-08-31,2017-11-21
"32418",2017-08-31,2017-10-13
"32419",2017-08-31,2017-10-05
"32420",2017-08-31,2017-09-01
"32421",2017-08-31,2017-09-01
"32422",2017-08-31,2017-09-05
"32423",2017-08-31,2017-09-05
"32424",2017-08-31,2017-09-06
"32425",2017-08-31,2017-09-11
"32426",2017-08-31,2017-09-01
"32427",2017-08-31,2017-10-13
"32428",2017-08-31,2017-08-31
"32429",2017-08-31,2017-08-31
"32430",2017-08-31,2017-09-15
"32431",2017-08-31,2017-09-02
"32432",2017-08-31,2017-09-01
"32433",2017-08-31,2017-09-29
"32434",2017-08-31,2017-10-15
"32435",2017-08-31,2017-10-01
"32436",2017-08-31,2017-10-13
"32437",2017-08-31,2017-09-21
"32438",2017-08-31,2017-09-05
"32440",2017-08-31,2017-09-06
"32441",2017-08-31,2017-09-03
"32443",2017-08-31,2017-09-18
"32446",2017-08-31,2017-09-30
"32447",2017-08-31,2017-08-31
"32448",2017-08-31,2017-08-31
"32449",2017-08-31,2017-09-01
"32450",2017-08-31,2017-09-01
"32451",2017-08-31,2017-09-19
"32452",2017-08-31,2017-09-08
"32453",2017-08-31,2017-09-13
"32454",2017-08-31,2017-09-04
"32455",2017-08-31,2017-09-22
"32456",2017-08-31,2017-12-16
"32457",2017-08-31,2017-09-04
"32458",2017-08-31,2017-09-08
"32460",2017-08-31,2017-09-01
"32461",2017-08-31,2017-09-20
"32462",2017-08-31,2017-08-31
"32463",2017-08-31,2017-09-04
"32464",2017-08-31,2017-08-31
"32465",2017-08-31,2017-09-06
"32466",2017-08-31,2017-09-08
"32468",2017-08-31,2017-11-01
"32469",2017-08-31,2017-09-07
"32470",2017-08-31,2017-09-01
"32471",2017-08-31,2017-09-18
"32472",2017-08-31,2017-09-06
"32474",2017-08-31,2017-08-31
"32475",2017-08-31,2017-08-31
"32477",2017-08-31,2017-10-20
"32478",2017-08-31,2017-08-31
"32479",2017-08-31,2017-09-01
"32480",2017-08-31,2017-09-13
"32481",2017-08-31,2017-09-26
"32482",2017-08-31,2017-08-28
"32483",2017-08-31,2017-09-29
"32484",2017-08-31,2017-09-01
"32486",2017-08-31,2017-09-05
"32487",2017-08-31,2017-10-02
"32488",2017-08-31,2017-09-26
"32490",2017-08-31,2017-10-01
"32491",2017-08-31,2017-09-05
"32492",2017-08-31,2017-08-31
"32493",2017-08-31,2017-09-07
"32494",2017-08-31,2017-08-31
"32495",2017-08-31,2017-09-01
"32497",2017-08-31,2017-09-27
"32498",2017-08-31,2017-09-08
"32499",2017-08-31,2017-08-27
"32500",2017-08-31,2017-09-01
"32502",2017-08-31,2017-10-01
"32503",2017-08-31,2017-10-27
"32504",2017-08-31,2017-09-01
"32505",2017-08-31,2017-09-15
"32506",2017-08-31,2017-09-07
"32507",2017-08-31,2017-09-28
"32508",2017-08-31,2017-09-30
"32509",2017-08-31,2017-09-06
"32510",2017-08-31,2017-09-03
"32511",2017-08-31,2017-09-12
"32513",2017-08-31,2017-09-12
"32514",2017-08-31,2017-09-05
"32515",2017-08-31,2017-09-30
"32516",2017-08-31,2017-10-01
"32517",2017-08-31,2017-09-13
"32518",2017-08-31,2017-08-31
"32519",2017-08-31,2017-09-15
"32520",2017-08-31,2017-09-18
"32521",2017-08-31,2017-10-01
"32522",2017-08-31,2017-09-20
"32523",2017-08-31,2017-09-15
"32525",2017-08-31,2017-11-09
"32526",2017-08-31,2017-10-10
"32527",2017-08-31,2017-08-31
"32528",2017-08-31,2017-09-01
"32529",2017-08-31,2017-09-04
"32530",2017-08-31,2017-09-15
"32531",2017-08-31,2017-09-14
"32532",2017-08-31,2017-08-30
"32536",2017-08-31,2017-09-06
"32537",2017-08-31,2017-09-30
"32538",2017-08-31,2017-09-01
"32539",2017-08-31,2017-08-31
"32541",2017-08-31,2017-09-04
"32542",2017-08-31,2017-09-01
"32543",2017-08-31,2017-09-01
"32544",2017-08-31,2017-09-01
"32545",2017-09-01,2017-09-01
"32547",2017-09-01,2017-10-02
"32548",2017-09-01,2017-10-09
"32549",2017-09-01,2017-09-05
"32550",2017-09-01,2017-11-14
"32552",2017-09-01,2017-09-06
"32553",2017-09-01,2017-09-16
"32554",2017-09-01,2017-09-15
"32555",2017-09-01,2017-09-25
"32556",2017-09-01,2017-09-01
"32558",2017-09-01,2017-08-31
"32559",2017-09-01,2017-09-08
"32563",2017-09-01,2017-09-29
"32565",2017-09-01,2017-09-26
"32568",2017-09-01,2017-09-16
"32569",2017-09-01,2017-09-01
"32570",2017-09-01,2017-09-25
"32572",2017-09-01,2017-09-15
"32574",2017-09-01,2017-09-08
"32575",2017-09-01,2017-09-01
"32576",2017-09-01,2017-10-30
"32577",2017-09-01,2017-09-01
"32578",2017-09-01,2017-09-01
"32580",2017-09-01,2017-09-01
"32582",2017-09-01,2017-09-01
"32583",2017-09-01,2017-09-30
"32586",2017-09-01,2017-09-09
"32587",2017-09-01,2017-10-02
"32588",2017-09-01,2017-09-01
"32589",2017-09-01,2017-09-14
"32590",2017-09-01,2017-09-29
"32591",2017-09-01,2017-09-01
"32592",2017-09-01,2017-09-06
"32594",2017-09-01,2017-09-01
"32595",2017-09-01,2017-09-15
"32597",2017-09-01,2017-09-06
"32598",2017-09-01,2017-09-01
"32599",2017-09-01,2017-09-01
"32601",2017-09-01,2017-09-01
"32602",2017-09-01,2017-09-08
"32603",2017-09-01,2017-09-01
"32604",2017-09-01,2017-09-01
"32605",2017-09-01,2017-09-07
"32606",2017-09-01,2017-09-01
"32607",2017-09-01,2017-09-01
"32608",2017-09-01,2017-10-04
"32609",2017-09-01,2017-09-15
"32610",2017-09-01,2017-09-12
"32612",2017-09-01,2017-09-05
"32613",2017-09-01,2017-09-02
"32614",2017-09-01,2017-09-01
"32615",2017-09-01,2017-11-01
"32616",2017-09-01,2017-09-15
"32617",2017-09-01,2017-09-10
"32618",2017-09-01,2017-09-15
"32620",2017-09-01,2017-10-08
"32621",2017-09-01,2017-09-15
"32622",2017-09-01,2017-10-06
"32623",2017-09-01,2017-09-01
"32624",2017-09-01,2017-09-08
"32625",2017-09-01,2017-09-11
"32626",2017-09-01,2017-09-08
"32627",2017-09-01,2017-10-01
"32628",2017-09-01,2018-01-01
"32629",2017-09-01,2017-10-02
"32630",2017-09-01,2017-09-15
"32631",2017-09-01,2017-09-12
"32633",2017-09-01,2017-09-17
"32634",2017-09-01,2017-09-18
"32636",2017-09-01,2017-09-05
"32637",2017-09-01,2017-09-18
"32638",2017-09-01,2017-09-30
"32640",2017-09-01,2017-09-10
"32641",2017-09-01,2017-09-01
"32642",2017-09-01,2017-09-01
"32644",2017-09-01,2017-09-05
"32645",2017-09-01,2017-10-01
"32646",2017-09-01,2017-09-01
"32647",2017-09-01,2017-09-09
"32648",2017-09-01,2017-10-05
"32650",2017-09-01,2017-09-05
"32651",2017-09-01,2017-09-01
"32652",2017-09-01,2017-09-01
"32653",2017-09-01,2017-11-07
"32654",2017-09-01,2017-10-01
"32655",2017-09-01,2017-09-01
"32656",2017-09-01,2017-09-01
"32658",2017-09-01,2017-10-08
"32659",2017-09-01,2017-09-01
"32660",2017-09-02,2017-10-11
"32661",2017-09-02,2017-09-18
"32662",2017-09-03,2017-09-03
"32663",2017-09-03,2017-09-03
"32667",2017-09-04,2017-09-11
"32668",2017-09-04,2017-09-10
"32670",2017-09-04,2017-09-15
"32671",2017-09-04,2017-09-17
"32672",2017-09-04,2017-09-05
"32673",2017-09-04,2017-09-05
"32674",2017-09-04,2017-09-11
"32675",2017-09-05,2017-09-15
"32677",2017-09-05,2017-09-12
"32678",2017-09-05,2017-10-01
"32679",2017-09-05,2017-09-08
"32680",2017-09-05,2017-10-25
"32681",2017-09-05,2018-01-01
"32682",2017-09-05,2017-09-19
"32685",2017-09-05,2017-09-10
"32686",2017-09-05,2017-10-29
"32687",2017-09-05,2017-09-05
"32688",2017-09-05,2017-11-13
"32689",2017-09-05,2017-09-10
"32691",2017-09-05,2017-09-05
"32692",2017-09-05,2017-09-28
"32693",2017-09-05,2017-09-23
"32694",2017-09-05,2017-10-10
"32695",2017-09-05,2017-09-06
"32696",2017-09-05,2017-09-24
"32697",2017-09-05,2017-10-19
"32699",2017-09-05,2017-09-22
"32700",2017-09-05,2017-09-05
"32701",2017-09-05,2017-09-07
"32704",2017-09-05,2017-09-11
"32705",2017-09-05,2017-10-02
"32711",2017-09-05,2017-10-01
"32714",2017-09-05,2017-10-30
"32715",2017-09-05,2017-10-02
"32717",2017-09-05,2017-10-21
"32719",2017-09-05,2017-09-18
"32720",2017-09-05,2017-09-15
"32722",2017-09-05,2017-09-01
"32723",2017-09-05,2017-10-17
"32724",2017-09-05,2017-09-15
"32726",2017-09-05,2017-09-05
"32727",2017-09-05,2017-09-07
"32728",2017-09-05,2017-09-15
"32729",2017-09-05,2017-10-01
"32730",2017-09-05,2017-10-01
"32731",2017-09-05,2017-09-22
"32732",2017-09-05,2017-09-05
"32733",2017-09-05,2017-09-05
"32734",2017-09-05,2017-09-05
"32735",2017-09-05,2017-09-05
"32736",2017-09-05,2017-09-10
"32737",2017-09-05,2017-09-06
"32738",2017-09-05,2017-09-18
"32739",2017-09-05,2017-10-01
"32740",2017-09-05,2017-09-15
"32741",2017-09-05,2017-09-15
"32742",2017-09-05,2017-09-28
"32744",2017-09-05,2017-09-11
"32745",2017-09-05,2017-09-05
"32746",2017-09-05,2017-09-15
"32747",2017-09-05,2017-10-21
"32748",2017-09-05,2017-09-29
"32749",2017-09-05,2017-09-06
"32750",2017-09-05,2017-09-15
"32752",2017-09-05,2017-10-05
"32753",2017-09-05,2017-09-07
"32754",2017-09-05,2017-09-12
"32755",2017-09-05,2017-09-28
"32760",2017-09-05,2017-09-06
"32761",2017-09-05,2017-10-05
"32762",2017-09-05,2017-09-05
"32763",2017-09-05,2017-10-01
"32764",2017-09-05,2017-09-06
"32765",2017-09-05,2017-09-13
"32766",2017-09-05,2017-09-15
"32767",2017-09-05,2017-09-05
"32768",2017-09-05,2017-10-01
"32769",2017-09-05,2017-09-12
"32770",2017-09-05,2017-09-09
"32771",2017-09-05,2017-09-14
"32772",2017-09-05,2017-09-06
"32773",2017-09-05,2017-09-22
"32774",2017-09-05,2017-10-01
"32775",2017-09-05,2017-09-07
"32776",2017-09-05,2017-09-05
"32777",2017-09-05,2017-09-18
"32778",2017-09-05,2017-09-18
"32779",2017-09-05,2017-10-01
"32780",2017-09-05,2017-09-06
"32782",2017-09-05,2017-09-27
"32783",2017-09-05,2017-09-05
"32784",2017-09-05,2017-09-05
"32785",2017-09-05,2017-09-20
"32786",2017-09-05,2017-09-05
"32788",2017-09-05,2017-09-16
"32789",2017-09-05,2017-09-13
"32790",2017-09-05,2017-09-08
"32791",2017-09-05,2017-09-06
"32792",2017-09-05,2017-08-29
"32793",2017-09-05,2017-11-10
"32794",2017-09-05,2017-09-15
"32795",2017-09-05,2017-09-08
"32796",2017-09-05,2017-09-30
"32797",2017-09-05,2017-10-07
"32799",2017-09-05,2017-09-20
"32800",2017-09-05,2017-10-01
"32801",2017-09-05,2017-09-12
"32802",2017-09-05,2017-09-07
"32804",2017-09-05,2017-09-30
"32805",2017-09-05,2017-10-13
"32806",2017-09-05,2017-09-05
"32807",2017-09-05,2017-09-15
"32808",2017-09-05,2017-10-17
"32809",2017-09-05,2017-09-08
"32810",2017-09-05,2017-09-05
"32812",2017-09-05,2017-09-06
"32814",2017-09-05,2017-09-08
"32816",2017-09-05,2017-09-19
"32818",2017-09-05,2017-09-18
"32820",2017-09-05,2017-10-15
"32821",2017-09-05,2017-09-06
"32824",2017-09-05,2017-09-05
"32825",2017-09-05,2017-10-20
"32826",2017-09-05,2017-09-05
"32827",2017-09-05,2017-09-20
"32828",2017-09-05,2017-09-08
"32830",2017-09-05,2017-09-05
"32831",2017-09-05,2017-06-23
"32832",2017-09-05,2017-09-23
"32833",2017-09-05,2017-09-19
"32835",2017-09-05,2017-10-01
"32836",2017-09-05,2017-09-28
"32839",2017-09-05,2017-10-01
"32841",2017-09-05,2017-11-03
"32842",2017-09-05,2017-09-18
"32843",2017-09-05,2017-09-30
"32844",2017-09-05,2017-10-01
"32845",2017-09-05,2017-09-05
"32847",2017-09-05,2017-09-22
"32849",2017-09-05,2017-09-15
"32850",2017-09-05,2017-09-08
"32851",2017-09-05,2017-10-31
"32852",2017-09-05,2017-09-08
"32853",2017-09-05,2017-09-08
"32854",2017-09-05,2017-10-01
"32855",2017-09-05,2017-09-15
"32856",2017-09-05,2017-09-10
"32860",2017-09-05,2017-09-05
"32862",2017-09-05,2017-09-11
"32863",2017-09-05,2017-09-05
"32864",2017-09-05,2017-09-11
"32865",2017-09-05,2017-10-07
"32867",2017-09-05,2017-09-10
"32868",2017-09-05,2017-09-07
"32870",2017-09-05,2017-09-08
"32871",2017-09-05,2017-09-06
"32872",2017-09-05,2017-09-05
"32874",2017-09-06,2017-09-06
"32875",2017-09-06,2017-09-06
"32876",2017-09-06,2017-09-12
"32879",2017-09-06,2017-09-06
"32880",2017-09-06,2017-10-06
"32881",2017-09-06,2017-09-15
"32882",2017-09-06,2017-09-06
"32883",2017-09-06,2017-11-21
"32885",2017-09-06,2017-09-06
"32887",2017-09-06,2017-09-15
"32888",2017-09-06,2017-09-06
"32889",2017-09-06,2017-10-17
"32890",2017-09-06,2017-09-21
"32891",2017-09-06,2017-09-06
"32892",2017-09-06,2017-10-01
"32895",2017-09-06,2018-02-01
"32896",2017-09-06,2017-10-07
"32897",2017-09-06,2017-09-06
"32898",2017-09-06,2017-09-20
"32899",2017-09-06,2017-09-20
"32900",2017-09-06,2017-09-06
"32901",2017-09-06,2017-09-13
"32902",2017-09-06,2017-09-30
"32906",2017-09-06,2017-11-01
"32908",2017-09-06,2017-10-06
"32909",2017-09-06,2017-09-15
"32910",2017-09-06,2017-09-07
"32911",2017-09-06,2017-11-10
"32913",2017-09-06,2017-09-06
"32914",2017-09-06,2017-10-06
"32915",2017-09-06,2017-10-28
"32917",2017-09-06,2017-09-12
"32918",2017-09-06,2017-10-11
"32920",2017-09-06,2017-09-06
"32922",2017-09-06,2017-10-15
"32923",2017-09-06,2017-09-15
"32924",2017-09-06,2017-11-01
"32925",2017-09-06,2017-11-01
"32926",2017-09-06,2017-09-15
"32927",2017-09-06,2017-09-15
"32928",2017-09-06,2017-10-17
"32930",2017-09-06,2017-09-08
"32931",2017-09-07,2017-09-06
"32932",2017-09-06,2017-09-06
"32934",2017-09-06,2017-09-06
"32935",2017-09-06,2017-09-06
"32936",2017-09-06,2017-10-01
"32939",2017-09-06,2017-09-08
"32940",2017-09-06,2017-09-22
"32941",2017-09-06,2017-09-19
"32943",2017-09-06,2017-12-01
"32944",2017-09-06,2017-09-11
"32945",2017-09-06,2017-09-11
"32946",2017-09-06,2017-10-06
"32947",2017-09-06,2017-09-06
"32951",2017-09-06,2017-10-01
"32954",2017-09-06,2017-10-03
"32955",2017-09-06,2017-09-15
"32956",2017-09-06,2017-09-08
"32957",2017-09-06,2017-09-08
"32959",2017-09-06,2017-09-06
"32960",2017-09-06,2017-09-06
"32961",2017-09-06,2017-10-06
"32963",2017-09-06,2017-09-11
"32964",2017-09-06,2017-09-06
"32965",2017-09-06,2017-10-02
"32966",2017-09-06,2017-11-01
"32967",2017-09-06,2017-09-27
"32968",2017-09-06,2017-09-14
"32969",2017-09-06,2017-10-01
"32970",2017-09-06,2017-09-21
"32973",2017-09-06,2017-09-06
"32975",2017-09-06,2017-09-30
"32976",2017-09-06,2017-09-07
"32977",2017-09-06,2017-09-07
"32978",2017-09-06,2017-09-18
"32979",2017-09-06,2017-10-01
"32980",2017-09-06,2017-09-15
"32982",2017-09-06,2017-09-07
"32983",2017-09-06,2017-09-06
"32986",2017-09-06,2017-09-26
"32987",2017-09-06,2017-09-20
"32988",2017-09-06,2017-09-08
"32989",2017-09-06,2017-09-08
"32990",2017-09-06,2017-09-07
"32991",2017-09-06,2017-10-06
"32993",2017-09-06,2017-09-15
"32995",2017-09-06,2017-09-13
"32996",2017-09-06,2017-11-08
"32997",2017-09-06,2017-09-01
"32999",2017-09-06,2017-10-27
"33001",2017-09-06,2017-09-06
"33002",2017-09-06,2017-09-06
"33003",2017-09-06,2017-10-01
"33005",2017-09-06,2017-09-10
"33007",2017-09-06,2017-09-07
"33008",2017-09-06,2017-09-08
"33009",2017-09-06,2017-09-25
"33010",2017-09-06,2017-09-21
"33011",2017-09-06,2017-09-22
"33013",2017-09-06,2017-09-06
"33015",2017-09-06,2017-09-11
"33016",2017-09-06,2017-09-22
"33017",2017-09-06,2017-09-27
"33018",2017-09-06,2017-10-19
"33019",2017-09-06,2017-09-22
"33020",2017-09-06,2017-09-15
"33021",2017-09-06,2017-09-06
"33022",2017-09-06,2017-09-06
"33024",2017-09-06,2017-10-01
"33025",2017-09-06,2017-09-06
"33026",2017-09-06,2017-09-08
"33027",2017-09-06,2017-09-07
"33032",2017-09-06,2017-11-01
"33033",2017-09-06,2017-09-06
"33034",2017-09-06,2017-09-20
"33036",2017-09-06,2017-09-17
"33037",2017-09-06,2017-10-01
"33038",2017-09-06,2017-09-15
"33039",2017-09-06,2017-09-15
"33041",2017-09-06,2017-09-06
"33042",2017-09-06,2017-09-25
"33045",2017-09-06,2017-09-09
"33046",2017-09-06,2017-09-15
"33047",2017-09-06,2017-09-06
"33049",2017-09-06,2017-09-06
"33050",2017-09-06,2017-10-25
"33055",2017-09-06,2017-09-06
"33057",2017-09-06,2017-09-10
"33059",2017-09-06,2017-09-20
"33060",2017-09-06,2017-09-06
"33062",2017-09-06,2017-09-06
"33063",2017-09-06,2017-09-12
"33066",2017-09-06,2017-09-06
"33067",2017-09-06,2017-09-16
"33068",2017-09-06,2017-09-11
"33069",2017-09-06,2017-09-15
"33071",2017-09-06,2017-10-22
"33072",2017-09-06,2017-11-06
"33073",2017-09-06,2017-09-06
"33074",2017-09-06,2017-10-07
"33075",2017-09-06,2017-09-07
"33079",2017-09-06,2017-09-06
"33081",2017-09-06,2017-09-06
"33082",2017-09-06,2017-08-30
"33083",2017-09-06,2017-11-15
"33085",2017-09-06,2018-01-13
"33086",2017-09-06,2017-09-08
"33087",2017-09-06,2017-09-22
"33088",2017-09-06,2017-11-01
"33089",2017-09-06,2017-09-26
"33090",2017-09-07,2017-10-28
"33091",2017-09-07,2017-09-12
"33092",2017-09-07,2017-10-01
"33093",2017-09-07,2017-09-07
"33095",2017-09-07,2017-09-25
"33096",2017-09-07,2017-09-19
"33097",2017-09-07,2017-09-17
"33099",2017-09-07,2017-09-12
"33100",2017-09-07,2017-11-01
"33101",2017-09-07,2017-09-14
"33102",2017-09-07,2017-09-14
"33103",2017-09-07,2017-09-22
"33104",2017-09-07,2017-11-11
