"","pol_entry_dt","pol_eff_dt"
"1095",2017-10-04,2017-10-17
"1096",2017-10-04,2017-10-11
"1100",2017-10-04,2017-10-12
"1101",2017-10-04,2017-11-01
"1102",2017-10-04,2017-10-30
"1104",2017-10-04,2017-10-04
"1105",2017-10-04,2017-10-07
"1106",2017-10-04,2017-10-04
"1107",2017-10-04,2017-10-24
"1108",2017-10-04,2017-10-31
"1109",2017-10-04,2017-10-24
"1110",2017-10-04,2017-12-09
"1111",2017-10-04,2017-10-13
"1112",2017-10-04,2017-10-16
"1113",2017-10-04,2017-10-04
"1114",2017-10-04,2017-10-21
"1115",2017-10-04,2017-10-06
"1118",2017-10-04,2017-10-06
"1121",2017-10-04,2017-12-06
"1122",2017-10-04,2017-11-04
"1124",2017-10-04,2017-10-11
"1125",2017-10-04,2017-10-15
"1126",2017-10-04,2017-10-04
"1127",2017-10-04,2017-12-07
"1128",2017-10-04,2017-10-15
"1129",2017-10-04,2017-10-13
"1130",2017-10-04,2017-10-04
"1131",2017-10-04,2017-10-09
"1132",2017-10-04,2017-10-05
"1133",2017-10-04,2017-11-07
"1135",2017-10-04,2017-10-18
"1137",2017-10-04,2017-10-17
"1138",2017-10-04,2017-10-10
"1139",2017-10-04,2017-10-05
"1140",2017-10-04,2017-12-01
"1141",2017-10-04,2017-10-04
"1142",2017-10-04,2017-11-20
"1143",2017-10-04,2017-12-31
"1144",2017-10-04,2017-11-01
"1147",2017-10-04,2017-10-28
"1149",2017-10-04,2017-10-04
"1151",2017-10-04,2017-10-03
"1152",2017-10-04,2017-11-15
"1153",2017-10-04,2017-10-06
"1154",2017-10-04,2017-10-04
"1156",2017-10-04,2017-12-01
"1157",2017-10-04,2017-10-10
"1158",2017-10-04,2017-10-02
"1159",2017-10-04,2017-07-15
"1160",2017-10-04,2017-11-23
"1161",2017-10-04,2017-10-10
"1165",2017-10-04,2017-10-25
"1166",2017-10-04,2017-10-04
"1167",2017-10-04,2017-10-31
"1168",2017-10-04,2017-11-25
"1170",2017-10-04,2017-10-05
"1171",2017-10-04,2017-10-07
"1172",2017-10-04,2017-10-13
"1174",2017-10-04,2017-10-04
"1176",2017-10-04,2017-10-05
"1178",2017-10-04,2017-12-31
"1179",2017-10-04,2017-10-15
"1180",2017-10-04,2017-11-17
"1181",2017-10-04,2017-10-05
"1182",2017-10-04,2017-11-29
"1183",2017-10-04,2017-10-11
"1185",2017-10-04,2017-11-15
"1186",2017-10-04,2018-01-01
"1187",2017-10-04,2017-10-05
"1188",2017-10-04,2017-11-10
"1189",2017-10-04,2017-10-03
"1190",2017-10-04,2017-10-11
"1191",2017-10-04,2017-11-01
"1192",2017-10-04,2017-11-01
"1193",2017-10-04,2017-10-04
"1194",2017-10-04,2017-10-31
"1196",2017-10-04,2017-11-10
"1197",2017-10-04,2017-10-04
"1201",2017-10-04,2017-10-27
"1202",2017-10-05,2017-10-05
"1204",2017-10-05,2017-10-05
"1205",2017-10-05,2017-11-07
"1206",2017-10-05,2017-10-12
"1207",2017-10-05,2017-10-05
"1208",2017-10-05,2017-12-05
"1210",2017-10-05,2017-10-12
"1211",2017-10-05,2017-10-10
"1212",2017-10-05,2018-02-12
"1213",2017-10-05,2017-10-05
"1214",2017-10-05,2017-11-03
"1215",2017-10-05,2017-10-05
"1216",2017-10-05,2017-12-01
"1217",2017-10-05,2017-10-05
"1218",2017-10-05,2017-12-01
"1220",2017-10-05,2017-11-10
"1221",2017-10-05,2017-10-10
"1222",2017-10-05,2017-10-07
"1224",2017-10-05,2017-10-05
"1226",2017-10-05,2017-11-07
"1227",2017-10-05,2017-10-05
"1228",2017-10-05,2017-10-15
"1230",2017-10-05,2017-10-24
"1232",2017-10-05,2017-10-06
"1234",2017-10-05,2017-10-10
"1235",2017-10-05,2017-10-05
"1236",2017-10-05,2017-10-05
"1237",2017-10-05,2018-01-22
"1238",2017-10-05,2017-10-05
"1239",2017-10-05,2017-10-05
"1240",2017-10-05,2017-10-10
"1241",2017-10-05,2017-12-26
"1243",2017-10-05,2017-10-21
"1244",2017-10-05,2017-10-14
"1245",2017-10-05,2017-11-01
"1246",2017-10-05,2017-10-05
"1247",2017-10-05,2017-10-27
"1248",2017-10-05,2017-10-04
"1249",2017-10-05,2017-10-05
"1250",2017-10-05,2017-10-05
"1251",2017-10-05,2017-11-16
"1252",2017-10-05,2017-10-05
"1255",2017-10-05,2017-10-31
"1259",2017-10-05,2017-10-10
"1260",2017-10-05,2017-09-30
"1261",2017-10-05,2017-10-09
"1262",2017-10-05,2017-10-11
"1263",2017-10-05,2017-10-05
"1264",2017-10-05,2017-10-05
"1265",2017-10-05,2017-11-20
"1266",2017-10-05,2017-11-10
"1267",2017-10-05,2017-11-20
"1269",2017-10-05,2017-10-17
"1271",2017-10-05,2017-12-03
"1272",2017-10-05,2017-10-05
"1273",2017-10-05,2017-10-25
"1274",2017-10-05,2017-10-16
"1276",2017-10-05,2018-01-26
"1277",2017-10-05,2017-10-05
"1278",2017-10-05,2017-11-10
"1280",2017-10-05,2017-10-06
"1281",2017-10-05,2017-10-05
"1282",2017-10-05,2017-11-15
"1283",2017-10-05,2017-11-01
"1284",2017-10-05,2017-10-05
"1285",2017-10-05,2017-11-06
"1286",2017-10-05,2017-10-05
"1289",2017-10-05,2017-10-05
"1290",2017-10-05,2017-10-25
"1291",2017-10-05,2017-10-11
"1292",2017-10-05,2017-09-18
"1293",2017-10-05,2017-10-20
"1294",2017-10-05,2017-10-06
"1295",2017-10-05,2017-10-15
"1298",2017-10-05,2017-10-05
"1299",2017-10-05,2017-10-19
"1301",2017-10-05,2017-11-08
"1302",2017-10-05,2017-11-01
"1303",2017-10-05,2017-10-05
"1304",2017-10-05,2017-10-19
"1305",2017-10-05,2017-10-05
"1307",2017-10-05,2017-10-27
"1308",2017-10-05,2017-11-09
"1309",2017-10-05,2017-10-09
"1310",2017-10-05,2017-10-06
"1311",2017-10-05,2017-12-05
"1312",2017-10-05,2017-12-05
"1314",2017-10-05,2017-10-05
"1315",2017-10-05,2017-11-01
"1316",2017-10-05,2017-10-05
"1317",2017-10-05,2017-11-19
"1318",2017-10-05,2017-10-17
"1319",2017-10-05,2017-12-24
"1320",2017-10-05,2017-10-05
"1321",2017-10-05,2017-10-28
"1322",2017-10-05,2017-11-01
"1324",2017-10-05,2017-10-08
"1325",2017-10-05,2017-11-24
"1329",2017-10-05,2017-10-05
"1330",2017-10-05,2017-10-10
"1331",2017-10-05,2017-10-05
"1332",2017-10-05,2017-10-09
"1333",2017-10-05,2017-10-16
"1334",2017-10-05,2017-10-05
"1335",2017-10-05,2017-10-05
"1336",2017-10-05,2017-10-06
"1337",2017-10-05,2017-10-23
"1338",2017-10-05,2017-11-01
"1339",2017-10-05,2017-11-01
"1340",2017-10-05,2017-12-18
"1341",2017-10-05,2017-10-28
"1344",2017-10-05,2017-10-05
"1346",2017-10-05,2017-10-10
"1347",2017-10-10,2017-10-04
"1348",2017-10-05,2017-10-11
"1349",2017-10-05,2017-11-28
"1350",2017-10-05,2017-12-11
"1351",2017-10-05,2017-11-06
"1352",2017-10-05,2017-12-01
"1353",2017-10-05,2017-10-18
"1354",2017-10-05,2017-11-01
"1355",2017-10-05,2017-10-08
"1356",2017-10-05,2017-11-04
"1357",2017-10-05,2017-10-05
"1358",2017-10-05,2017-10-20
"1359",2017-10-05,2017-10-05
"1361",2017-10-06,2017-10-24
"1363",2017-10-06,2017-10-09
"1364",2017-10-06,2017-10-18
"1365",2017-10-06,2017-10-06
"1366",2017-10-06,2017-10-19
"1367",2017-10-06,2017-11-01
"1369",2017-10-06,2017-10-21
"1370",2017-10-06,2017-11-01
"1371",2017-10-06,2017-11-01
"1373",2017-10-06,2017-10-15
"1374",2017-10-06,2017-10-14
"1375",2017-10-06,2017-10-13
"1377",2017-10-06,2018-01-10
"1378",2017-10-06,2017-12-05
"1379",2017-10-06,2017-11-08
"1380",2017-10-06,2017-10-31
"1381",2017-10-06,2017-10-13
"1382",2017-10-06,2017-10-12
"1383",2017-10-06,2017-11-10
"1384",2017-10-06,2017-11-30
"1386",2017-10-06,2017-10-24
"1387",2017-10-06,2017-10-12
"1388",2017-10-06,2017-10-09
"1389",2017-10-06,2017-11-01
"1390",2017-10-06,2017-11-21
"1391",2017-10-06,2017-10-06
"1393",2017-10-06,2017-10-06
"1394",2017-10-06,2017-10-15
"1396",2017-10-06,2018-01-01
"1399",2017-10-06,2017-11-01
"1400",2017-10-06,2017-10-21
"1401",2017-10-06,2017-11-09
"1402",2017-10-06,2017-10-10
"1403",2017-10-06,2017-10-06
"1404",2017-10-06,2018-01-15
"1405",2017-10-06,2017-10-16
"1407",2017-10-06,2017-10-06
"1408",2017-10-06,2017-10-31
"1409",2017-10-06,2017-11-06
"1410",2017-10-06,2017-11-01
"1411",2017-10-06,2017-10-07
"1412",2017-10-06,2017-11-04
"1413",2017-10-06,2017-10-15
"1415",2017-10-06,2017-10-06
"1416",2017-10-06,2017-10-09
"1417",2017-10-06,2017-10-16
"1418",2017-10-06,2017-10-06
"1419",2017-10-06,2017-10-09
"1420",2017-10-06,2017-10-10
"1421",2017-10-06,2017-10-06
"1422",2017-10-06,2017-10-06
"1423",2017-10-06,2017-10-06
"1424",2017-10-06,2017-10-15
"1425",2017-10-06,2017-11-01
"1426",2017-10-06,2017-10-05
"1428",2017-10-06,2017-10-15
"1429",2017-10-06,2017-10-15
"1430",2017-10-06,2017-10-09
"1431",2017-10-06,2017-10-10
"1432",2017-10-06,2017-12-01
"1433",2017-10-06,2017-10-06
"1434",2017-10-06,2017-11-01
"1436",2017-10-06,2017-10-20
"1437",2017-10-06,2017-10-01
"1438",2017-10-06,2017-12-08
"1439",2017-10-06,2017-10-01
"1440",2017-10-06,2017-10-06
"1441",2017-10-06,2017-11-14
"1442",2017-10-06,2017-10-20
"1444",2017-10-06,2017-10-13
"1445",2017-10-06,2018-01-01
"1446",2017-10-06,2017-10-13
"1447",2017-10-06,2017-10-18
"1448",2017-10-06,2017-10-17
"1449",2017-10-06,2017-10-06
"1450",2017-10-06,2017-11-15
"1453",2017-10-06,2017-10-27
"1454",2017-10-06,2017-10-06
"1455",2017-10-06,2017-11-04
"1456",2017-10-06,2017-10-09
"1457",2017-10-06,2017-10-28
"1458",2017-10-06,2017-10-06
"1459",2017-10-06,2017-10-10
"1460",2017-10-06,2017-12-31
"1462",2017-10-06,2017-11-01
"1464",2017-10-06,2017-10-10
"1465",2017-10-06,2017-10-10
"1466",2017-10-06,2017-10-06
"1467",2017-10-06,2017-10-17
"1468",2017-10-06,2017-10-16
"1469",2017-10-06,2017-11-06
"1470",2017-10-06,2017-10-19
"1471",2017-10-06,2017-10-19
"1472",2017-10-06,2017-10-10
"1473",2017-10-06,2017-10-16
"1474",2017-10-06,2017-11-09
"1475",2017-10-06,2017-12-10
"1476",2017-10-06,2017-12-13
"1477",2017-10-06,2017-10-13
"1478",2017-10-07,2017-11-23
"1479",2017-10-07,2017-12-01
"1481",2017-10-08,2017-12-11
"1483",2017-10-08,2017-10-12
"1486",2017-10-09,2017-12-01
"1487",2017-10-09,2017-11-13
"1488",2017-10-09,2017-10-09
"1491",2017-10-09,2017-10-09
"1492",2017-10-09,2017-10-12
"1493",2017-10-09,2017-10-09
"1494",2017-10-09,2017-10-28
"1497",2017-10-09,2017-11-09
"1499",2017-10-09,2017-10-18
"1500",2017-10-09,2017-10-09
"1501",2017-10-09,2017-10-17
"1502",2017-10-09,2017-10-20
"1503",2017-10-09,2017-12-07
"1504",2017-10-09,2017-10-09
"1505",2017-10-09,2017-10-10
"1506",2017-10-09,2017-10-09
"1507",2017-10-09,2017-12-09
"1509",2017-10-09,2017-10-16
"1511",2017-10-09,2017-11-11
"1513",2017-10-09,2017-10-27
"1514",2017-10-09,2017-12-20
"1515",2017-10-09,2017-12-14
"1516",2017-10-09,2017-10-10
"1517",2017-10-09,2017-11-17
"1519",2017-10-09,2017-11-04
"1521",2017-10-09,2017-10-16
"1523",2017-10-09,2017-10-14
"1524",2017-10-09,2017-10-14
"1526",2017-10-09,2017-10-16
"1527",2017-10-09,2017-10-09
"1529",2017-10-09,2017-10-10
"1530",2017-10-09,2017-10-22
"1531",2017-10-09,2017-10-20
"1532",2017-10-09,2017-10-11
"1533",2017-10-09,2017-10-14
"1534",2017-10-09,2017-11-23
"1535",2017-10-09,2017-10-09
"1536",2017-10-09,2017-10-18
"1537",2017-10-09,2017-10-25
"1538",2017-10-09,2017-11-20
"1539",2017-10-09,2017-10-09
"1540",2017-10-09,2017-12-10
"1541",2017-10-09,2018-02-26
"1542",2017-10-09,2018-04-15
"1543",2017-10-09,2017-10-19
"1544",2017-10-09,2017-10-18
"1545",2017-10-09,2018-02-15
"1546",2017-10-09,2017-10-20
"1547",2017-10-09,2017-11-08
"1548",2017-10-09,2017-10-18
"1549",2017-10-09,2017-10-13
"1550",2017-10-09,2017-10-16
"1551",2017-10-09,2017-11-01
"1552",2017-10-09,2017-10-16
"1554",2017-10-09,2017-11-25
"1555",2017-10-09,2017-10-25
"1556",2017-10-09,2017-12-07
"1557",2017-10-09,2017-10-09
"1558",2017-10-09,2017-10-11
"1560",2017-10-09,2017-12-01
"1562",2017-10-09,2017-10-09
"1564",2017-10-09,2017-11-27
"1565",2017-10-09,2017-10-26
"1567",2017-10-09,2017-11-01
"1568",2017-10-09,2017-10-10
"1569",2017-10-09,2017-10-09
"1570",2017-10-09,2017-10-11
"1571",2017-10-09,2018-01-13
"1573",2017-10-09,2017-10-17
"1574",2017-10-09,2017-10-28
"1575",2017-10-09,2017-11-20
"1576",2017-10-09,2017-10-10
"1577",2017-10-09,2017-10-11
"1578",2017-10-09,2017-10-09
"1579",2017-10-09,2017-10-13
"1580",2017-10-09,2017-10-23
"1581",2017-10-09,2017-10-09
"1582",2017-10-09,2017-10-25
"1584",2017-10-09,2017-10-09
"1585",2017-10-09,2017-10-12
"1587",2017-10-09,2017-11-26
"1588",2017-10-09,2017-10-29
"1589",2017-10-09,2017-11-22
"1590",2017-10-09,2017-11-14
"1591",2017-10-09,2017-10-10
"1592",2017-10-09,2017-10-18
"1593",2017-10-09,2017-10-21
"1594",2017-10-09,2017-10-09
"1595",2017-10-09,2017-10-15
"1596",2017-10-09,2017-10-08
"1597",2017-10-09,2017-11-12
"1598",2017-10-09,2017-10-13
"1599",2017-10-09,2017-11-23
"1600",2017-10-09,2017-10-09
"1601",2017-10-09,2017-10-22
"1602",2017-10-09,2017-10-09
"1603",2017-10-09,2017-10-14
"1604",2017-10-09,2017-10-13
"1605",2017-10-09,2017-11-17
"1606",2017-10-09,2017-10-10
"1608",2017-10-10,2017-12-04
"1610",2017-10-10,2017-10-10
"1611",2017-10-10,2017-10-10
"1612",2017-10-10,2018-01-22
"1614",2017-10-10,2017-11-01
"1615",2017-10-10,2017-12-01
"1617",2017-10-10,2017-10-23
"1620",2017-10-10,2017-10-10
"1621",2017-10-10,2017-10-18
"1622",2017-10-10,2017-10-26
"1623",2017-10-10,2017-11-08
"1625",2017-10-10,2017-10-13
"1626",2017-10-10,2017-11-18
"1627",2017-10-10,2017-10-18
"1628",2017-10-10,2017-10-31
"1629",2017-10-10,2017-11-01
"1630",2017-10-10,2017-10-10
"1632",2017-10-10,2017-11-01
"1634",2017-10-10,2017-09-20
"1636",2017-10-10,2017-10-10
"1637",2017-10-10,2017-10-20
"1638",2017-10-10,2017-12-19
"1639",2017-10-10,2017-10-16
"1640",2017-10-10,2017-10-11
"1642",2017-10-10,2018-01-01
"1643",2017-10-10,2017-10-03
"1644",2017-10-10,2017-10-10
"1645",2017-10-10,2017-10-10
"1646",2017-10-10,2017-11-21
"1648",2017-10-10,2017-10-31
"1649",2017-10-10,2017-10-16
"1651",2017-10-10,2017-10-12
"1652",2017-10-10,2017-11-03
"1653",2017-10-10,2017-11-01
"1654",2017-10-10,2017-11-09
"1655",2017-10-10,2017-10-10
"1656",2017-10-10,2017-11-22
"1658",2017-10-10,2017-11-19
"1659",2017-10-10,2017-10-10
"1660",2017-10-10,2017-11-01
"1661",2017-10-10,2017-10-26
"1662",2017-10-10,2017-10-21
"1663",2017-10-10,2017-10-18
"1664",2017-10-10,2017-11-25
"1665",2017-10-10,2017-10-18
"1666",2017-10-10,2017-10-10
"1667",2017-10-10,2017-10-13
"1668",2017-10-10,2017-11-01
"1669",2017-10-10,2017-10-19
"1671",2017-10-10,2017-11-15
"1672",2017-10-10,2017-10-16
"1673",2017-10-10,2017-10-19
"1675",2017-10-10,2018-02-16
"1676",2017-10-10,2017-11-30
"1677",2017-10-10,2017-10-10
"1678",2017-10-10,2017-10-29
"1679",2017-10-10,2017-10-13
"1680",2017-10-10,2017-10-21
"1683",2017-10-10,2017-10-10
"1684",2017-10-10,2017-11-15
"1685",2017-10-10,2017-10-11
"1687",2017-10-10,2017-11-04
"1688",2017-10-10,2017-10-31
"1689",2017-10-10,2017-10-10
"1690",2017-10-10,2018-01-11
"1691",2017-10-10,2017-10-15
"1692",2017-10-10,2017-10-30
"1695",2017-10-10,2017-10-13
"1696",2017-10-10,2017-10-24
"1697",2017-10-10,2017-11-03
"1698",2017-10-10,2017-11-01
"1699",2017-10-10,2017-11-27
"1700",2017-10-10,2017-11-11
"1701",2017-10-10,2017-10-13
"1702",2017-10-10,2017-10-11
"1703",2017-10-10,2017-11-01
"1704",2017-10-10,2018-01-01
"1705",2017-10-10,2017-11-22
"1707",2017-10-10,2017-10-19
"1708",2017-10-10,2017-10-25
"1710",2017-10-10,2017-10-29
"1711",2017-10-10,2017-10-31
"1712",2017-10-10,2017-11-07
"1713",2017-10-10,2018-01-01
"1714",2017-10-10,2017-10-18
"1716",2017-10-10,2017-10-10
"1717",2017-10-10,2017-10-23
"1718",2017-10-10,2017-10-13
"1719",2017-10-10,2017-10-12
"1720",2017-10-10,2018-01-01
"1721",2017-10-10,2017-12-30
"1722",2017-10-10,2017-11-01
"1723",2017-10-10,2017-10-10
"1724",2017-10-10,2017-11-15
"1726",2017-10-10,2017-10-16
"1727",2017-10-10,2017-11-11
"1728",2017-10-10,2017-10-11
"1729",2017-10-10,2017-10-10
"1730",2017-10-10,2017-10-18
"1731",2017-10-10,2017-10-20
"1732",2017-10-10,2017-10-12
"1733",2017-10-10,2017-11-15
"1734",2017-10-10,2017-11-01
"1735",2017-10-10,2017-10-19
"1736",2017-10-10,2017-10-18
"1738",2017-10-10,2017-10-10
"1739",2017-10-10,2017-10-20
"1740",2017-10-10,2017-10-12
"1741",2017-10-10,2017-10-10
"1742",2017-10-10,2017-11-15
"1743",2017-10-10,2017-10-31
"1744",2017-10-10,2017-10-11
"1745",2017-10-11,2017-11-01
"1747",2017-10-11,2017-10-12
"1748",2017-10-11,2017-11-01
"1749",2017-10-11,2017-10-13
"1750",2017-10-11,2017-10-16
"1753",2017-10-11,2017-10-11
"1754",2017-10-11,2017-10-16
"1755",2017-10-11,2017-11-20
"1756",2017-10-11,2017-11-16
"1759",2017-10-11,2017-10-14
"1760",2017-10-11,2017-10-12
"1761",2017-10-11,2017-10-27
"1762",2017-10-11,2017-10-24
"1763",2017-10-11,2017-10-15
"1765",2017-10-11,2017-10-20
"1766",2017-10-11,2017-10-26
"1769",2017-10-11,2017-11-01
"1772",2017-10-11,2017-10-15
"1773",2017-10-11,2017-11-14
"1775",2017-10-11,2017-12-01
"1776",2017-10-11,2017-11-30
"1777",2017-10-11,2017-10-19
"1778",2017-10-11,2017-10-16
"1779",2017-10-11,2017-12-15
"1780",2017-10-11,2017-10-31
"1781",2017-10-11,2017-10-11
"1782",2017-10-11,2017-10-11
"1783",2017-10-11,2017-11-01
"1784",2017-10-11,2017-10-11
"1787",2017-10-11,2017-10-17
"1788",2017-10-11,2017-11-04
"1789",2017-10-11,2017-10-22
"1790",2017-10-11,2017-10-28
"1793",2017-10-11,2017-10-13
"1794",2017-10-11,2017-08-12
"1795",2017-10-11,2017-11-06
"1796",2017-10-11,2017-10-22
"1797",2017-10-11,2017-12-17
"1799",2017-10-11,2017-10-12
"1800",2017-10-11,2017-11-01
"1801",2017-10-11,2017-11-29
"1802",2017-10-11,2017-10-11
"1803",2017-10-11,2017-12-01
"1805",2017-10-11,2017-10-11
"1806",2017-10-11,2017-10-27
"1807",2017-10-11,2017-11-01
"1809",2017-10-11,2017-11-01
"1811",2017-10-11,2017-10-20
"1812",2017-10-11,2017-12-15
"1813",2017-10-11,2017-11-03
"1814",2017-10-11,2017-12-07
"1815",2017-10-11,2017-11-07
"1816",2017-10-11,2017-10-12
"1817",2017-10-11,2017-12-01
"1819",2017-10-11,2017-12-01
"1820",2017-10-11,2017-10-11
"1821",2017-10-11,2017-11-11
"1822",2017-10-11,2017-11-02
"1823",2017-10-11,2017-10-11
"1824",2017-10-11,2017-10-13
"1825",2017-10-11,2017-10-31
"1826",2017-10-11,2017-11-18
"1827",2017-10-11,2017-10-16
"1828",2017-10-11,2017-10-11
"1829",2017-10-11,2017-12-08
"1831",2017-10-11,2017-11-15
"1833",2017-10-11,2017-12-12
"1834",2017-10-11,2017-11-01
"1836",2017-10-11,2017-11-01
"1837",2017-10-11,2018-03-01
"1838",2017-10-11,2017-11-06
"1839",2017-10-11,2017-10-15
"1841",2017-10-11,2017-10-11
"1843",2017-10-11,2017-10-25
"1844",2017-10-11,2017-10-11
"1845",2017-10-11,2017-10-24
"1846",2017-10-11,2017-10-31
"1847",2017-10-11,2017-11-25
"1848",2017-10-11,2017-10-25
"1849",2017-10-11,2017-10-19
"1850",2017-10-11,2017-10-11
"1851",2017-10-11,2017-10-27
"1852",2017-10-11,2017-12-14
"1853",2017-10-11,2017-10-07
"1855",2017-10-11,2017-10-31
"1857",2017-10-11,2017-11-10
"1858",2017-10-11,2017-11-08
"1860",2017-10-11,2017-10-28
"1861",2017-10-11,2017-11-01
"1862",2017-10-11,2018-02-12
"1863",2017-10-11,2017-10-11
"1864",2017-10-11,2018-01-01
"1865",2017-10-11,2017-10-12
"1866",2017-10-11,2017-10-30
"1867",2017-10-11,2017-10-11
"1868",2017-10-11,2017-10-12
"1869",2017-10-11,2017-10-20
"1870",2017-10-11,2017-10-11
"1872",2017-10-11,2017-10-11
"1873",2017-10-11,2017-11-01
"1874",2017-10-11,2017-10-15
"1875",2017-10-11,2018-04-02
"1876",2017-10-11,2017-10-13
"1877",2017-10-11,2017-10-12
"1879",2017-10-11,2017-11-25
"1881",2017-10-11,2017-10-15
"1882",2017-10-11,2017-10-11
"1883",2017-10-11,2017-10-27
"1886",2017-10-11,2017-10-21
"1887",2017-10-11,2017-10-11
"1888",2017-10-11,2017-10-12
"1889",2017-10-11,2017-10-16
"1890",2017-10-11,2017-10-11
"1891",2017-10-11,2017-10-23
"1893",2017-10-11,2017-10-13
"1894",2017-10-11,2017-10-11
"1895",2017-10-11,2017-12-01
"1896",2017-10-11,2017-10-30
"1897",2017-10-11,2017-10-31
"1899",2017-10-11,2017-11-14
"1900",2017-10-11,2017-10-11
"1901",2017-10-11,2017-11-09
"1902",2017-10-11,2017-10-12
"1903",2017-10-11,2017-10-27
"1904",2017-10-11,2017-10-11
"1905",2017-10-11,2017-10-16
"1906",2017-10-11,2017-11-01
"1909",2017-10-11,2017-11-01
"1910",2017-10-11,2017-12-26
"1911",2017-10-11,2017-10-31
"1912",2017-10-11,2017-10-13
"1913",2017-10-11,2017-11-01
"1915",2017-10-11,2017-10-25
"1916",2017-10-11,2017-11-01
"1917",2017-10-11,2017-10-16
"1919",2017-10-11,2017-10-20
"1920",2017-10-11,2017-10-11
"1921",2017-10-12,2017-10-25
"1922",2017-10-12,2017-10-16
"1923",2017-10-12,2017-10-22
"1925",2017-10-12,2017-10-13
"1926",2017-10-12,2017-10-12
"1927",2017-10-12,2017-10-13
"1928",2017-10-12,2017-10-16
"1929",2017-10-12,2017-11-09
"1931",2017-10-12,2017-10-15
"1932",2017-10-12,2017-10-12
"1934",2017-10-12,2017-11-15
"1936",2017-10-12,2017-10-12
"1937",2017-10-12,2017-10-16
"1938",2017-10-12,2017-10-12
"1939",2017-10-12,2017-12-01
"1940",2017-10-12,2017-10-24
"1941",2017-10-12,2017-10-13
"1942",2017-10-12,2017-10-12
"1943",2017-10-12,2017-10-12
"1945",2017-10-12,2017-11-01
"1946",2017-10-12,2017-10-31
"1947",2017-10-12,2017-10-16
"1948",2017-10-12,2017-11-11
"1949",2017-10-12,2017-10-17
"1952",2017-10-12,2017-10-17
"1953",2017-10-12,2017-10-15
"1954",2017-10-12,2017-10-30
"1955",2017-10-12,2017-10-20
"1959",2017-10-12,2017-10-27
"1960",2017-10-12,2017-10-12
"1962",2017-10-12,2017-12-04
"1963",2017-10-12,2017-10-16
"1965",2017-10-12,2017-10-12
"1966",2017-10-12,2017-11-01
"1968",2017-10-12,2017-11-17
"1969",2017-10-12,2017-10-13
"1970",2017-10-12,2017-10-15
"1971",2017-10-12,2017-10-16
"1972",2017-10-12,2017-11-01
"1973",2017-10-12,2018-02-01
"1975",2017-10-12,2018-01-15
"1976",2017-10-12,2017-10-19
"1977",2017-10-12,2017-10-12
"1978",2017-10-12,2017-10-18
"1980",2017-10-12,2018-01-11
"1981",2017-10-12,2017-10-13
"1982",2017-10-12,2017-10-31
"1984",2017-10-12,2017-12-01
"1987",2017-10-12,2017-10-27
"1988",2017-10-12,2017-10-21
"1989",2017-10-12,2017-11-01
"1991",2017-10-12,2017-10-12
"1992",2017-10-12,2017-10-16
"1993",2017-10-12,2017-10-25
"1995",2017-10-12,2017-10-16
"1996",2017-10-12,2017-10-12
"1997",2017-10-12,2017-10-22
"1998",2017-10-12,2017-10-12
"1999",2017-10-12,2017-10-21
"2000",2017-10-12,2017-10-20
"2001",2017-10-12,2017-11-13
"2002",2017-10-12,2017-11-01
"2003",2017-10-12,2017-12-04
"2004",2017-10-12,2017-10-31
"2005",2017-10-12,2017-10-12
"2006",2017-10-12,2017-10-12
"2007",2017-10-12,2017-10-17
"2008",2017-10-12,2017-10-17
"2009",2017-10-12,2017-10-21
"2011",2017-10-12,2017-10-12
"2012",2017-10-12,2017-10-19
"2013",2017-10-12,2017-10-22
"2015",2017-10-12,2017-11-07
"2018",2017-10-12,2017-11-07
"2019",2017-10-12,2017-10-20
"2020",2017-10-12,2017-10-24
"2021",2017-10-12,2017-11-08
"2022",2017-10-12,2017-10-22
"2023",2017-10-12,2017-12-09
"2024",2017-10-12,2017-10-24
"2025",2017-10-12,2017-11-02
"2026",2017-10-12,2017-11-21
"2027",2017-10-12,2017-10-16
"2028",2017-10-12,2017-10-12
"2029",2017-10-12,2017-11-01
"2030",2017-10-12,2017-10-12
"2031",2017-10-12,2017-12-09
"2032",2017-10-12,2017-10-17
"2035",2017-10-12,2017-10-16
"2036",2017-10-12,2017-10-12
"2037",2017-10-12,2017-10-16
"2038",2017-10-12,2017-10-13
"2039",2017-10-12,2017-11-27
"2040",2017-10-12,2017-12-20
"2041",2017-10-12,2017-11-01
"2043",2017-10-12,2017-11-04
"2044",2017-10-12,2017-11-01
"2045",2017-10-12,2017-11-03
"2046",2017-10-12,2017-11-15
"2047",2017-10-12,2017-10-25
"2048",2017-10-12,2017-12-09
"2049",2017-10-12,2017-11-01
"2050",2017-10-12,2017-10-12
"2051",2017-10-12,2017-11-01
"2052",2017-10-12,2017-11-01
"2053",2017-10-12,2017-11-05
"2054",2017-10-12,2017-10-13
"2057",2017-10-12,2017-11-01
"2058",2017-10-12,2017-10-20
"2059",2017-10-12,2017-06-27
